 propety , "x" ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Eduardo_Zaplana ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jos�_Joaqu�n_Ripoll ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Francisco_Camps ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Mariano_Rajoy ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Vicente_Rambla ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Luis_Fernando_Cartagena ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Joan_Lerma ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jos�_Luis_Olivas ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Eduardo_Zaplana ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Milan_Hod?a ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Zden?k_Fierlinger ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Edvard_Bene? ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jan_Syrov� ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Golpe_de_Praga ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Eduard_Benes ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Edvard_Benes ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Anton�n_?vehla ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Klement_Gottwald ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Gobierno_checoslovaco_en_el_exilio ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Edvard_Bene%C5%A1 ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Checoslovaquia ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Edvard_Bene? ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jan_Masaryk ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jan_?ern� ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Segunda_Rep�blica_Checoslovaca ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jozef_Tiso ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Emil_H�cha ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Jan_?r�mek ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Ephraim_Katchalski ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Ephraim_Katzir ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Efraim_Katzir ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Zalman_Shazar ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Efraim_Katchalski-Katzir ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Shimon_Peres ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Yitzjak_Nav�n ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Ephraim_Katzir ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Francisco_Garc�a_Cabeza_de_Vaca ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Rodolfo_Torre_Cant� ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Egidio_Torre_Cant� ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Enrique_C�rdenas_del_Avellano ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Elecciones_estatales_de_Tamaulipas_de_2010 ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Egidio_Torre_Cantu ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Elecciones_estatales_de_Tamaulipas_de_2016 ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Eugenio_Hern�ndez_Flores ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Egidio_Torre_Cant� ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Manuel_Calvo_Pumpido ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Eloy_Calvo_Capellin ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Eloy_Calvo_Capell�n ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Adalberto_Madero ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Juan_Jos�_Ignacio_G�mez_Camacho ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Ra�l_Gracia_Guzm�n ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Marcela_Guerra ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Eloy_Cant�_Segovia ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Juan_Manuel_Par�s_Gonz�lez ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Eloy_Cantu_Segovia ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Eloy_Cant�_Segovia ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Sidi_Uld_Cheij_Abdallahi ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Elecciones_presidenciales_de_Mauritania_de_2007 ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Sidi_Mohamed_Ould_Boubacar ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Elecciones_presidenciales_de_Mauritania_de_2009 ,
 http://xmlns.com/foaf/0.1/topic , http://es.dbpedia.org/resource/Maaouya_Ould_Sid'Ahmed_Taya ,
 http://xmlns.com/foaf/0.1/topic , http://es.wikipedia.org/wiki/Ely_Ould_Mohamed_Vall ,
 http://xmlns.com/foaf/0.1/topic , http://dbpedia.org/resource/Ely_Ould_Mohamed_Vall ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/El_Salvador ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/San_Salvador ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Barack_Obama ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Milan_Hod?a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jerusal�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Sidi_Uld_Cheij_Abdallahi ,
 http://xmlns.com/foaf/0.1/homepage , http://www.congreso.es/diputados/wfichadipu.jsp%3Fcod=231&num_leg=8 ,
 http://xmlns.com/foaf/0.1/homepage , https://web.archive.org/web/20081005042013/http:/www.eloycantu.org/ ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Abogados_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Cholutecanos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernantes_de_El_Salvador ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:H�roes_y_pr�ceres_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Jefes_de_Estado_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Masones_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Honduras_del_siglo_XIX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Provincias_Unidas_del_Centro_de_Am�rica ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Nicaragua ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Abogados_de_Rusia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Estatal_de_San_Petersburgo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Egresados_de_la_Universidad_Estatal_de_San_Petersburgo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Empresarios_de_Rusia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Fot�grafos_de_Rusia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Grandes_cruces_con_brillantes_de_la_Orden_El_Sol_del_Per� ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Petersburgueses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Rusia_Unida ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Rusia_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Rusia_del_siglo_XXI ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Rusia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_del_Gobierno_de_Rusia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_la_Universidad_Estatal_de_San_Petersburgo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nacidos_en_San_Petersburgo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_del_Instituto_Nacional_General_Jos�_Miguel_Carrera ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_del_XXXIII_Per�odo_Legislativo_del_Congreso_Nacional_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ingenieros_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Liberales_de_Chile ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Escuela_Militar_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Nacional_Aut�noma_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Comandantes_de_armas_de_Tegucigalpa ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Militares_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Honduras ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Tegucigalpenses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nacidos_en_Sacramento ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Estados_Unidos_en_Afganist�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Estados_Unidos_en_Argentina ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Estados_Unidos_en_M�xico ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Estados_Unidos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Venezuela_ante_la_Santa_Sede ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Embajadores_de_Venezuela_en_Suiza ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Venezuela ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_Derecho_de_Venezuela ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_la_Universidad_Cat�lica_Andr�s_Bello ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_la_Universidad_Central_de_Venezuela ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Abogados_de_Venezuela ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Caraque�os ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Venezuela ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Georgianos_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:H�roe_del_Trabajo_Socialista ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_de_la_Orden_del_M�rito_de_la_Rep�blica_Federal_de_Alemania ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Orden_del_Pr�ncipe_Yaroslav_el_Sabio ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Georgia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_la_Uni�n_Sovi�tica ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Georgia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Primeros_ministros_de_Georgia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Tiflisianos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Cristianos_ortodoxos_de_Georgia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Doctores_honorarios_de_la_Universidad_de_Harvard ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Personas_de_Tiflis ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Abogados_de_Espa�a_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Abogados_de_Espa�a_del_siglo_XXI ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alcaldes_de_la_provincia_de_Alicante ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alcaldes_del_Partido_Popular ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Alicante ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_III_Legislatura_de_las_Cortes_Valencianas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_IV_Legislatura_de_las_Cortes_Valencianas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_IX_Legislatura_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_VIII_Legislatura_de_Espa�a ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_V_Legislatura_de_las_Cortes_Valencianas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_las_Cortes_Valencianas_por_la_circunscripci�n_electoral_de_Alicante ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Grandes_cruces_de_la_Orden_de_Jaume_I_el_Conqueridor ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:L�deres_auton�micos_del_Partido_Popular ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:L�deres_nacionales_del_Partido_Popular ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Espa�a_del_reinado_de_Juan_Carlos_I ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_de_la_VII_Legislatura ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_del_Partido_Popular ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_nacidos_en_Cartagena ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_la_Transici�n_Espa�ola ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_la_Generalidad_Valenciana ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_por_designaci�n_de_las_Cortes_Valencianas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_del_Partido_Popular ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Ministros_de_Asuntos_Exteriores_de_Checoslovaquia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Antigermanismo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Candidatos_al_Premio_Nobel_de_la_Paz ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Checoslovacos_de_la_Segunda_Guerra_Mundial ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Exiliados ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Grandes_cordones_de_la_Orden_de_Leopoldo ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Masones_de_la_Rep�blica_Checa ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_la_Segunda_Guerra_Mundial ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_del_Imperio_austroh�ngaro ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_la_Sociedad_de_Naciones ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Primeros_ministros_de_Checoslovaquia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Carolina ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Checos_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Checoslovaquia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Primera_rep�blica_checoslovaca ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Columbia ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Harvard ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Asquenaz�es ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Biof�sicos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Candidatos_al_Premio_Nobel_de_Qu�mica ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Cient�ficos_de_Israel_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Doctores_honorarios_por_la_Universidad_Northwestern ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:F�sicos_jud�os ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Kieve�os ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_de_la_Academia_Israel�_de_Ciencias_y_Humanidades ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Israel_del_siglo_XX ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Premio_Jap�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_Israel ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Profesores_de_la_Universidad_de_Tel_Aviv ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Bi�logos_de_Israel ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_extranjeros_de_la_Royal_Society ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_de_Israel ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nacidos_en_Kiev ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Fallecidos_en_Jerusal�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Alumnado_del_Instituto_Tecnol�gico_y_de_Estudios_Superiores_de_Monterrey ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Gobernadores_de_Tamaulipas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_del_PRI_de_Tamaulipas ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Tamaulipecos ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Victorenses ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Empresarios_de_Asturias ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nacidos_en_Caso ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Presidentes_del_Real_Sporting_de_Gij�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Diputados_de_la_LXII_Legislatura_de_M�xico ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Miembros_del_PRI_de_Nuevo_Le�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_de_Nuevo_Le�n ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_de_las_LVI_y_LVII_Legislaturas_de_M�xico ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Senadores_de_las_LX_y_LXI_Legislaturas_de_M�xico ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Militares_de_Mauritania ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Mauritania ,
 http://purl.org/dc/terms/subject , http://es.dbpedia.org/resource/Categor�a:Nuakchote�os ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Dionisio_de_Herrera ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Dmitri_Medv�dev ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Domingo_Matte_Larra�n ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Domingo_V�squez ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Earl_Anthony_Wayne ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Edgar_Sanabria ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Eduard_Shevardnadze ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Eduardo_Zaplana ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Edvard_Bene? ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Efraim_Katzir ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Egidio_Torre_Cant� ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Eloy_Calvo_Capell�n ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Eloy_Cant�_Segovia ,
 http://xmlns.com/foaf/0.1/isPrimaryTopicOf , http://es.wikipedia.org/wiki/Ely_Ould_Mohamed_Vall ,
 http://es.dbpedia.org/property/gabinete , http://es.dbpedia.org/resource/Segundo_Gobierno_Aznar ,
 http://es.dbpedia.org/property/vicejefe , http://es.dbpedia.org/resource/Jos�_Justo_Milla ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Universidad_Nacional_Aut�noma_de_Honduras ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Sorbona ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Universidad_Carolina ,
 http://es.dbpedia.org/property/almam�ter , http://es.dbpedia.org/resource/Universidad_de_Monterrey ,
 http://es.dbpedia.org/property/apellido , Proch�zka ,
 http://es.dbpedia.org/property/a�o , 2007 ,
 http://es.dbpedia.org/property/a�o , 1981 ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Presidente_de_Nicaragua ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Anexo:Presidentes_de_El_Salvador ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Tegucigalpa ,
 http://es.dbpedia.org/property/cargo , Jefe Supremo del Estado de Honduras ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Rusia_Unida ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Presidente_del_Gobierno_de_Rusia ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Presidente_de_Rusia ,
 http://es.dbpedia.org/property/cargo , 11 ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Gobernantes_de_Honduras ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Poder_Ejecutivo_de_Honduras ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Embajada_de_Estados_Unidos_en_Afganist�n ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Embajada_de_Estados_Unidos_en_Argentina ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Embajada_de_Estados_Unidos_en_M�xico ,
 http://es.dbpedia.org/property/cargo ,  ,
 http://es.dbpedia.org/property/cargo , 40 ,
 http://es.dbpedia.org/property/cargo , "2" ,
 http://es.dbpedia.org/property/cargo , Ministro de Asuntos Exteriores de la Uni�n Sovi�tica ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Ministerio_de_Empleo_y_Seguridad_Social ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Benidorm ,
 http://es.dbpedia.org/property/cargo , http://es.dbpedia.org/resource/Presidente_de_la_Generalidad_Valenciana ,
