PK,NOMBRE,COMEDOR,HORARIO AMPLIADO,PLANES DE MEJORA,INTEGRACION,TRANSPORTE,BUS,METRO,RENFE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,CLASE-VIAL,NOMBRE-VIA,TIPO-NUM,NUM,LOCALIDAD,sameAs_LOCALIDAD,PROVINCIA,sameAs_PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,sameAs_BARRIO,COD-DISTRITO,DISTRITO,sameAs_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
5203,Colegio Público Juan de la Cierva,1,1,1,Trastornos generales del desarrollo,-BUS: 22  59  79  85  123  130 -METRO: Villaverde Bajo Cruce,BUS: 22  59  79  85  123  130,METRO: Villaverde Bajo Cruce,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e081a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-VILLARROSA-NUM-7,CALLE,VILLARROSA,NUM,7,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28041,4,Los Rosales,https://www.wikidata.org/wiki/Q10319807,17,Villaverde,https://www.wikidata.org/wiki/Q919536,441368,4467326,40.354436009188994,-3.690461923731924,917 965 560 - 917 230 235,917 965 560,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5208,Colegio Público Julián Besteiro,1,No mencionado,1,No mencionado,-METRO: Abrantes -BUS: 47  108  118,BUS: 47  108  118,METRO: Abrantes,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7be1a3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-ABRANTES-NUM-79,AVENIDA,ABRANTES,NUM,79,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28025,7,Abrantes,https://www.wikidata.org/wiki/Q3773949,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,438306,4470466,40.38059274136839,-3.7281206806824976,915 600 091,915 655 204,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176859,Colegio Público Julián Marías,1,1,No mencionado,No mencionado,-BUS: 38  140,BUS: 38  140,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe444b6faa61c010VgnVCM1000000b205a0aRCRD,CALLE-BUDAPEST-V-11,CALLE,BUDAPEST,V,11,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28022,5,Rosas,https://www.wikidata.org/wiki/Q18880469,20,San Blas,https://www.wikidata.org/wiki/Q2001937,448887,4475342,40.42714432750662,-3.6025767698118516,917 609 323,917 609 319,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5153,Colegio Público La Alameda,1,1,1,No mencionado,-BUS: 38  48  140,BUS: 38  48  140,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c002a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-MUSAS-NUM-9,CALLE,MUSAS,NUM,9,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28022,7,Canillejas,https://www.wikidata.org/wiki/Q663013,20,San Blas,https://www.wikidata.org/wiki/Q2001937,448400,4476500,40.43753723503757,-3.6084115811852313,917 411 453,913 204 540,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6023,Colegio Público La Dehesa del Príncipe,1,1,1,No mencionado,-METRO: Cuatro Vientos -BUS: 139 -RENFE: Cuatro Vientos,BUS: 139,METRO: Cuatro Vientos,RENFE: Cuatro Vientos,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1b4ae10c471c010VgnVCM1000000b205a0aRCRD,PASEO-LANCEROS-V-4,PASEO,LANCEROS,V,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28024,5,Campamento,https://www.wikidata.org/wiki/Q31169,10,Latina,https://www.wikidata.org/wiki/Q794954,443032,4474162,40.37977209501616,-3.7939529685128695,915 091 679,915 090 044,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5210,Colegio Público La Latina,1,1,1,Trastornos generales del desarrollo,-METRO: Aluche -BUS: 17  121  131  H -RENFE: Aluche,BUS: 17  121  131  H,METRO: Aluche,RENFE: Aluche,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1612a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-MAQUEDA-NUM-130,CALLE,MAQUEDA,NUM,130,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28024,4,Aluche,https://www.wikidata.org/wiki/Q31140,10,Latina,https://www.wikidata.org/wiki/Q794954,435434,4471408,40.388887867589375,-3.7620245761086015,915 099 915,917 196 252,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5294,Colegio Público La Rioja,1,No mencionado,1,No mencionado,-METRO: Miguel Hernández -BUS: 54  58  103  142  143  144,BUS: 54  58  103  142  143  144,METRO: Miguel Hernández,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b22a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-LEON_FELIPE-NUM-3,CALLE,LEON FELIPE,NUM,3,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28038,4,Palomeras Sureste,https://www.wikidata.org/wiki/Q10343901,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,445935,4471034,40.388148628884075,-3.637009550808539,917 773 912,917 773 912,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5211,Colegio Público Legado Crespo,1,1,1,No mencionado,-METRO: Embajadores -BUS: 27  34  36  60  69  78  116  118  119 -RENFE: Embajadores,BUS: 27  34  36  60  69  78  116  118  119,METRO: Embajadores,RENFE: Embajadores,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b042a3f5ca71c010VgnVCM1000000b205a0aRCRD,PASEO-ACACIAS-V-2,PASEO,ACACIAS,V,2,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28005,2,Las Acacias,https://www.wikidata.org/wiki/Q3319190,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,440271,4472927,40.404805864280796,-3.7039161461158803,915 286 325,915 286 325,cp.legadocrespo.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5212,Colegio Público Leopoldo Alas,1,1,1,No mencionado,-BUS: 15  28  106  110  210,BUS: 15  28  106  110  210,,,ENSEÑANZA: Educación Infantil - Primaria,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0652a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-PEDREZUELA-NUM-18,CALLE,PEDREZUELA,NUM,18,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28017,1,Ventas,https://www.wikidata.org/wiki/Q71762,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,444573,4475495,40.42824645764569,-3.6534325307123314,914 033 755,914 042 281,cp.leopoldoalas.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974266,Colegio Público Leopoldo Calvo Sotelo,1,1,No mencionado,No mencionado,-BUS: 172 176,BUS: 172 176,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7205ffc4131ab110VgnVCM2000000c205a0aRCRD,CALLE-CASTIELLO_DE_JACA-V-2,CALLE,CASTIELLO DE JACA,V,2,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28050,6,Valverde,https://www.wikidata.org/wiki/Q31132,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,442794,4483567,40.50083316755261,-3.675143321637599,914 273 351,914 273 083,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5213,Colegio Público Lepanto,1,1,No mencionado,No mencionado,-METRO: Antonio Machado -BUS: 42  127  132,BUS: 42  127  132,METRO: Antonio Machado,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b62a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-VALDERREY-V-9,CALLE,VALDERREY,V,9,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28035,4,Valdezarza,https://www.wikidata.org/wiki/Q10388728,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,438875,4480001,40.46843902268448,-3.7210473028721722,913 160 937,913 738 204,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5214,Colegio Público Lope de Vega,1,No mencionado,1,No mencionado,-METRO: Urgel  -BUS: 34  35  118  119,BUS: 34  35  118  119,METRO: Urgel,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a082a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-INGLATERRA-NUM-8,CALLE,INGLATERRA,NUM,8,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28019,3,San Isidro,https://www.wikidata.org/wiki/Q3813733,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,438622,4471811,40.39460546257796,-3.7232402248952865,914 710 955,914 710 955,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5215,Colegio Público Lorenzo Luzuriaga,1,1,1,No mencionado,-METRO: Herrera Oria -BUS: 49  67  83  124  133  134,BUS: 49  67  83  124  133  134,METRO: Herrera Oria,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f592a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-VALENCIA_DE_DON_JUAN-V-13,CALLE,VALENCIA DE DON JUAN,V,13,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28034,5,La Paz,https://www.wikidata.org/wiki/Q5869740,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,440538,4482010,40.48664862656937,-3.7016083209102453,917 305 938,917 314 362,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64457,Colegio Público Los Almendros,1,1,No mencionado,No mencionado,-METRO: Valdebernardo -BUS: 8  71  130,BUS: 8  71  130,METRO: Valdebernardo,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c897598d1351c010VgnVCM1000000b205a0aRCRD,CALLE-LADERA_DE_LOS_ALMENDROS-NUM-45,CALLE,LADERA DE LOS ALMENDROS,NUM,45,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28032,1,Casco Histórico de Vicálvaro,https://www.wikidata.org/wiki/Q16544374,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,446895,4471931,40.39629114218003,-3.625774203881319,917 510 982,917 726 814,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5296,Colegio Público Los Rosales,1,1,1,No mencionado,-BUS: 85  123  713,BUS: 85  123  713,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ba2a3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-LOS_ROSALES-V-131,AVENIDA,LOS ROSALES,V,131,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28021,3,Butarque,https://www.wikidata.org/wiki/Q390453,17,Villaverde,https://www.wikidata.org/wiki/Q919536,442439,4467021,40.35175390495651,-3.677834634453844,917 956 756,917 956 756,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974277,Colegio Público Loyola de Palacio,1,1,1,No mencionado,-METRO: Las Suertes -BUS: 142 145,BUS: 142 145,METRO: Las Suertes,,ENSEÑANZA: Educación Infantil de segundo ciclo - Primaria. Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c96ffc4131ab110VgnVCM2000000c205a0aRCRD,CALLE-EMBALSE_DE_NAVACERRADA-V-60,CALLE,EMBALSE DE NAVACERRADA,V,60,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28051,1,Casco Histórico de Vallecas,https://www.wikidata.org/wiki/Q16544370,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,449186,4467958,40.36064250120841,-3.5984510871197415,913 326 020 - 913 851 330,913 326 020,cp.loyoladepalacio.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5216,Colegio Público Luis Bello,1,1,1,No mencionado,-METRO: Prosperidad -BUS: 1  9  73,BUS: 1  9  73,METRO: Prosperidad,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90c2a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-LUIS_CABRERA-V-66,CALLE,LUIS CABRERA,V,66,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28002,2,Prosperidad,https://www.wikidata.org/wiki/Q4776,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,442881,4477221,40.44368060148635,-3.6735452726272593,912 205 533,912 205 535,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5217,Colegio Público Luis Cernuda,1,1,1,No mencionado,-METRO: Esperanza Arturo Soria   -BUS: 9 72 73 120 122,BUS: 9 72 73 120 122,METRO: Esperanza Arturo Soria,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5d2a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-CARRIL_DEL_CONDE-V-64,CALLE,CARRIL DEL CONDE,V,64,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28043,3,Canillas,https://www.wikidata.org/wiki/Q9694341,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,444554,4479166,40.46131540437997,-3.6539887453598747,913 002 732,913 002 732,cp.luiscernuda.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5218,Colegio Público Luis de Góngora,1,No mencionado,No mencionado,No mencionado,-METRO: Peñagrande  -BUS: 42  126  132  137  147,BUS: 42  126  132  137  147,METRO: Peñagrande,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3be2a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-SARRIA-NUM-49,CALLE,SARRIA,NUM,49,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28029,4,El Pilar,https://www.wikidata.org/wiki/Q3773964,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,439443,4480681,40.47459730345878,-3.714412445984112,91 386 08 16,No mencionado,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42017,Colegio Público Madrid Sur,1,No mencionado,No mencionado,No mencionado,-BUS: 102 * 136 * 310 * 410 -RENFE: El Pozo,BUS: 102 * 136 * 310 * 410,,RENFE: El Pozo,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfa7598d1351c010VgnVCM1000000b205a0aRCRD,CALLE-PUERTO_DE_BALBARAN-V-133,CALLE,PUERTO DE BALBARAN,V,133,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28018,3,Palomeras Bajas,https://www.wikidata.org/wiki/Q10343902,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,444368,4469762,40.37657755418934,-3.6553480036748622,91 785 55 39,No mencionado,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5792191,Colegio Público Maestro Padilla,1,1,No mencionado,No mencionado,-BUS: 35 118 155,BUS: 35 118 155,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b5800444dcca210VgnVCM2000000c205a0aRCRD,AVENIDA-PESETA-V-112,AVENIDA,PESETA,V,112,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28054,6,Buenavista,https://www.wikidata.org/wiki/Q953929,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,436566,4468283,40.3626409159049,-3.747372159760245,911 731 852 - 699 502 387,911 724 720,cp.maestropadilla.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5221,Colegio Público Manuel Bartolomé Cossío,1,1,1,No mencionado,-BUS: 17  139 -RENFE: Fanjul,BUS: 17  139,,RENFE: Fanjul,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8003a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-JOSE_DE_CADALSO-V-19,CALLE,JOSE DE CADALSO,V,19,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28044,7,Las Águilas,https://www.wikidata.org/wiki/Q5971372,10,Latina,https://www.wikidata.org/wiki/Q794954,434494,4470372,40.38135498597348,-3.7717294965452615,917 067 408 (Infantil) - 917 064 098 (Primaria),917 064 098,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5223,Colegio Público Manuel Núñez de Arenas,1,1,1,No mencionado,-BUS: 24  102,BUS: 24  102,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b23a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-MARTOS-V-120,CALLE,MARTOS,V,120,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28053,1,Entrevías,https://www.wikidata.org/wiki/Q71756,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,443825,4469619,40.37525283072323,-3.661743346960403,917 855 972 - 917 855 923,917 860 204,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5224,Colegio Público Manuel Sáinz de Vicuña,1,1,1,No mencionado,-METRO: Vinateros -BUS: 32  71,BUS: 32  71,METRO: Vinateros,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7043a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-CAMINO_DE_LOS_VINATEROS-NUM-104,CALLE,CAMINO DE LOS VINATEROS,NUM,104,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28030,3,Marroquina,https://www.wikidata.org/wiki/Q11935636,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,444851,4473405,40.4094369606419,-3.6499859326517705,914 391 349,913 285 625,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5222,Colegio Público Manuel de Falla,1,No mencionado,No mencionado,No mencionado,-BUS: 22  76  86  130  131 -RENFE: Puente Alcocer,BUS: 22  76  86  130  131,,RENFE: Puente Alcocer,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d513a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-JOSE_ORTUÑO_PONCE-V-2,CALLE,JOSE ORTUÑO PONCE,V,2,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28021,,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,,Villaverde,https://www.wikidata.org/wiki/Q919536,440084,4466428,40.34625498819677,-3.705508952749143,917 971 448,917 971 448,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5226,Colegio Público Marcelo Usera,1,1,1,Trastornos generales del desarrollo,-METRO: Usera -BUS: 6  18  22  47  59  76  78  79  85  86  247,BUS: 6  18  22  47  59  76  78  79  85  86  247,METRO: Usera,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b63a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-PERALES_DE_TAJUÑA-NUM-1,CALLE,PERALES DE TAJUÑA,NUM,1,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28026,4,Almendrales,https://www.wikidata.org/wiki/Q9604761,12,Usera,https://www.wikidata.org/wiki/Q953368,440620,4470964,40.3871562007155,-3.699608733660164,914 753 495,917 923 840,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
7048498,Colegio Público Margaret Thatcher,No mencionado,No mencionado,No mencionado,No mencionado,-BUS: 105 151,BUS: 105 151,,,ENSEÑANZAS: Segundo ciclo de Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c8b39efd6cef310VgnVCM1000000b205a0aRCRD,GLORIETA-PLAYA_DE_SAN_LORENZO-V-4,GLORIETA,PLAYA DE SAN LORENZO,V,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28042,4,Timón,https://www.wikidata.org/wiki/Q10382570,21,Barajas,https://www.wikidata.org/wiki/Q807230,449945,4480145,40.47047719759706,-3.5904597549954724,913 056 086,913 055 404,cp.margaretthatcher.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5228,Colegio Público Mariano José de Larra,1,1,1,No mencionado,-METRO: Las Musas -BUS: 38  48  140,BUS: 38  48  140,METRO: Las Musas,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b593a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-LONGARES-NUM-11,CALLE,LONGARES,NUM,11,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28022,5,Rosas,https://www.wikidata.org/wiki/Q18880469,20,San Blas,https://www.wikidata.org/wiki/Q2001937,448347,4475731,40.43061532814977,-3.6089740337850564,913 133 789,917 759 574,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5230,Colegio Público Marqués de Marcenado,1,1,No mencionado,No mencionado,-BUS: 25  31  33  36  39  41  50  65  138,BUS: 25  31  33  36  39  41  50  65  138,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ba3a3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-LINNEO-V-31,CALLE,LINNEO,V,31,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28005,1,Imperial,https://www.wikidata.org/wiki/Q3773740,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,438979,4473763,40.410370492110424,-3.72048608485198,913 658 588,913 669 822,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5231,Colegio Público Marqués de Suanzes,1,1,No mencionado,Motóricos,-METRO: Suanzes -BUS: 77  104  105,BUS: 77  104  105,METRO: Suanzes,,ENSEÑANZA: Educación Infantil - Primaria,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50c3a3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-VEINTICINCO_DE_SEPTIEMBRE-NUM-1,AVENIDA,VEINTICINCO DE SEPTIEMBRE,NUM,1,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28027,8,Salvador,https://www.wikidata.org/wiki/Q10367095,20,San Blas,https://www.wikidata.org/wiki/Q2001937,447034,4477126,40.44309078731439,-3.6245571705517694,917 412 072,913 203 617,cp.marquesdesuanzes.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
