num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S004591;22/02/2022;18:35:00;CTRA. M-612, 4100S;4100S;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;437373,342;4485092,675;N;NULL
2022S004596;23/02/2022;16:00:00;CALL. GARCILASO, 11;11;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;440632,707;4475966,121;N;NULL
2022S004779;21/02/2022;18:25:00;CALL. PEDRO RICO / CALL. ARZOBISPO MORCILLO;51;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440756,032;4481681,539;N;NULL
2022S004858;24/02/2022;19:20:00;CTRA. CANILLAS / CALL. MATAPOZUELOS;17;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;444753,001;4479363,016;N;NULL
2022S004946;25/02/2022;23:40:00;CALL. BRETON DE LOS HERREROS / CALL. ALONSO CANO;28;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;440825,149;4476773,703;N;NULL
2022S005282;28/02/2022;20:10:00;CALL. CARLOS II, 2;2;20;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448505,034;4475342,746;N;NULL
2022S005313;28/02/2022;13:30:00;CTRA. ZARZON, 6;6;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;NULL;NULL;434024,875;4473746,84;N;NULL
2022S005313;28/02/2022;13:30:00;CTRA. ZARZON, 6;6;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 10 a 14 años;Mujer;NULL;NULL;434024,875;4473746,84;N;NULL
2022S005409;02/03/2022;15:30:00;AVDA. AURORA BOREAL / CMNO. FUENTE DE ARRIBA;4;19;VICÁLVARO;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;448102,101;4472522,775;N;NULL
2022S005520;03/03/2022;14:10:00;CALL. VILLACID DE CAMPOS / CMNO. FUENTE DE ARRIBA;1;19;VICÁLVARO;Caída;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;448265,318;4472683,597;N;NULL
2022S005560;03/03/2022;16:20:00;CALL. JUAN BRAVO, 5;5;4;SALAMANCA;Alcance;LLuvia intensa;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441952,155;4476035,408;N;NULL
2022S005613;03/03/2022;21:20:00;CALL. SANTA ENGRACIA, 57;57;7;CHAMBERÍ;Atropello a persona;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440772,361;4476130,587;N;NULL
2022S005613;03/03/2022;21:20:00;CALL. SANTA ENGRACIA, 57;57;7;CHAMBERÍ;Atropello a persona;Lluvia débil;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440772,361;4476130,587;N;NULL
2022S005661;04/03/2022;11:20:00;CALL. PORTICO DE LA GLORIA / RONDA DE LA COMUNICACION;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;443690,158;4485429,285;N;NULL
2022S005712;04/03/2022;20:45:00;CALL. GRAN VIA / CALL. SILVA;45;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440004,857;4474725,764;N;NULL
2022S005727;05/03/2022;0:15:00;CALL. SEGOVIA, 19;19;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439515,992;4473940,571;N;NULL
2022S005803;05/03/2022;15:15:00;CALL. LUIS CABRERA / CALL. JUAN BAUTISTA DE TOLEDO;64;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442853,072;4477199,851;N;NULL
2022S005825;05/03/2022;20:45:00;PASEO. RECOLETOS, 17;17;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;441261,301;4474808,938;N;NULL
2022S005901;06/03/2022;12:55:00;CALL. SERRANO, 25;25;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Mujer;2;Ingreso inferior o igual a 24 horas;441665,39;4475329,903;N;NULL
2022S005901;06/03/2022;12:55:00;CALL. SERRANO, 25;25;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;441665,39;4475329,903;N;NULL
2022S005905;06/03/2022;15:30:00;CALL. VALMOJADO / CALL. ILLESCAS;121;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;3;Ingreso superior a 24 horas;435644,138;4471533,71;N;NULL
2022S005920;06/03/2022;14:30:00;CALL. FUENTE CARRANTONA, 23;23;14;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;446202,411;4472791,495;N;NULL
2022S005920;06/03/2022;14:30:00;CALL. FUENTE CARRANTONA, 23;23;14;MORATALAZ;Caída;Despejado;Bicicleta;Peatón;De 6 a 9 años;Hombre;14;Sin asistencia sanitaria;446202,411;4472791,495;N;NULL
2022S006015;08/03/2022;8:25:00;CALL. RICARDO ORTIZ, 55;55;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;444218,765;4475065,487;N;NULL
2022S006033;08/03/2022;12:15:00;AVDA. LAS AGUILAS, 41;41;10;LATINA;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434599,674;4470567,58;N;NULL
2022S006171;09/03/2022;14:00:00;CALL. EMBAJADORES / CALL. SODIO;195;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;441317,036;4471131,225;N;NULL
2022S006177;10/03/2022;9:15:00;PASEO. VENEZUELA / PASEO. FERNAN NUÑEZ;1;3;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442284,552;4474173,614;N;NULL
2022S006187;10/03/2022;12:40:00;CALL. SILVA / PLAZA. SANTO DOMINGO;2;1;CENTRO;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;439908,71;4474676,348;N;NULL
2022S006266;10/03/2022;19:05:00;CALL. ARROYO DEL MONTE, 57;57;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;438284,899;4482244,314;N;NULL
2022S006352;10/03/2022;22:50:00;CALL. O'DONNELL, 29;29;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;442584,22;4474774,027;N;NULL
2022S006366;11/03/2022;15:55:00;AVDA. TOREROS / CALL. CAMPANAR;43;4;SALAMANCA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;443396,322;4475945,812;N;NULL
2022S006399;11/03/2022;17:10:00;CALL. JUAN BRAVO, 49;49;4;SALAMANCA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 25 a 29 años;Mujer;NULL;NULL;442654,454;4475968,134;N;NULL
2022S006430;11/03/2022;20:30:00;CALL. ISABEL LA CATOLICA, 12;12;1;CENTRO;Alcance;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439831,408;4474801,889;N;NULL
2022S006607;12/03/2022;12:00:00;AVDA. MONASTERIO DE SILOS, 1;1;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;439563,003;4483801,373;N;NULL
2022S006695;13/03/2022;0:40:00;CALL. PALOS DE LA FRONTERA / PASEO. SANTA MARIA DE LA CABEZA;12;2;ARGANZUELA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440838,274;4472748,623;N;NULL
2022S006722;13/03/2022;9:40:00;CALL. CARABANCHEL BAJO / CALL. ALBOX;29;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436666,01;4469682,933;N;NULL
2022S006782;13/03/2022;13:30:00;CALL. ANDRES TAMAYO / CALL. BEJAR;23;4;SALAMANCA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442984,093;4476466,842;N;NULL
2022S006796;12/03/2022;21:04:00;AVDA. MANZANARES, 16;16;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438718,85;4473326,441;N;NULL
2022S006796;12/03/2022;21:04:00;AVDA. MANZANARES, 16;16;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438718,85;4473326,441;N;NULL
2022S006812;13/03/2022;20:50:00;CALL. ARQUITECTO SANCHEZ ARCAS, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;439207,976;4478238,323;N;NULL
2022S006812;13/03/2022;20:50:00;CALL. ARQUITECTO SANCHEZ ARCAS, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Peatón;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439207,976;4478238,323;N;NULL
2022S007151;07/02/2022;21:56:00;CALL. AYALA / CALL. GENERAL DIAZ PORLIER;30;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442569,528;4475399,674;N;NULL
2022S007228;16/03/2022;21:15:00;CALL. SIL / oria;14;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442058,704;4477634,93;N;NULL
2022S007300;17/03/2022;20:30:00;CALL. SERRANO, 5;5;4;SALAMANCA;Colisión lateral;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441586,839;4474769,159;N;NULL
2022S007328;18/03/2022;9:35:00;AVDA. POBLADOS / Anto;151;11;CARABANCHEL;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;437910,374;4469449,815;N;NULL
2022S007368;17/03/2022;21:20:00;PASEO. CASTELLANA / CALL. MARIA DE MOLINA;66;4;SALAMANCA;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;441452,59;4476589,907;N;NULL
2022S007617;19/03/2022;19:45:00;CALL. DONOSO CORTES / CALL. ANDRES MELLADO;78;7;CHAMBERÍ;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439419,732;4476444,436;N;NULL
2022S007679;20/03/2022;9:10:00;CALL. CAMARENA, 280;280;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;435791,835;4471040,786;N;NULL
2022S007679;20/03/2022;9:10:00;CALL. CAMARENA, 280;280;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;435791,835;4471040,786;N;NULL
2022S007720;20/03/2022;18:23:00;CALL. RAMON PEREZ DE AYALA, 10;10;13;PUENTE DE VALLECAS;Atropello a animal;Nublado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;444384,59;4472221,134;N;NULL
2022S007773;21/03/2022;17:20:00;GTA. SAN VICENTE, 1;1;9;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438860,443;4474664,418;N;NULL
2022S007862;22/03/2022;18:50:00;AVDA. MANZANARES, 58;58;11;CARABANCHEL;Atropello a persona;Nublado;Bicicleta;Conductor;Desconocido;Hombre;NULL;NULL;438669,266;4472706,421;N;NULL
2022S007862;22/03/2022;18:50:00;AVDA. MANZANARES, 58;58;11;CARABANCHEL;Atropello a persona;Nublado;Bicicleta;Peatón;De 6 a 9 años;Mujer;2;Ingreso inferior o igual a 24 horas;438669,266;4472706,421;N;NULL
2022S008094;24/03/2022;10:00:00;PASEO. RECOLETOS, 22;22;4;SALAMANCA;Alcance;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441416,987;4475047,126;N;NULL
2022S008117;22/03/2022;17:15:00;AVDA. DOCTOR GARCIA TAPIA / CALL. LAPONIA;224;14;MORATALAZ;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;446732,92;4473092,13;N;NULL
2022S008117;22/03/2022;17:15:00;AVDA. DOCTOR GARCIA TAPIA / CALL. LAPONIA;224;14;MORATALAZ;Atropello a persona;Despejado;Bicicleta;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446732,92;4473092,13;N;NULL
2022S008171;24/03/2022;17:52:00;RONDA. TOLEDO / CALL. GASOMETRO;30;2;ARGANZUELA;Caída;Lluvia débil;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439864,345;4473062,939;N;NULL
2022S008198;24/03/2022;17:32:00;CALL. SOR ANGELA DE LA CRUZ, 30;30;6;TETUÁN;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440887,336;4479088,478;N;NULL
2022S008292;25/03/2022;17:30:00;CALL. JAVIER DEL QUINTO / CALL. AREQUIPA;12;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;445581,459;4479916,377;N;NULL
2022S008313;25/03/2022;19:00:00;PLAZA. INDEPENDENCIA, 5;5;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441578,301;4474650,773;N;NULL
2022S008389;26/03/2022;10:50:00;CMNO. VALDERRIBAS / CALL. DOCTOR SALGADO;54;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;443738,138;4472352,475;N;NULL
2022S008490;27/03/2022;9:15:00;AVDA. LOS ROSALES / CALL. ZAFIRO;100;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;NULL;NULL;442634,994;4466722,338;N;NULL
2022S008490;27/03/2022;9:15:00;AVDA. LOS ROSALES / CALL. ZAFIRO;100;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;NULL;NULL;442634,994;4466722,338;N;NULL
2022S008526;27/03/2022;21:00:00;CALL. CLAVEL / CALL. GRAN VIA;1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440643,294;4474593,361;S;NULL
2022S008560;28/03/2022;13:20:00;CALL. DOCTOR SANCHEZ / CALL. PUERTO DE LA MORCUERA;25;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443500,882;4470446,075;N;NULL
2022S008595;28/03/2022;21:45:00;CALL. CEA BERMUDEZ / CALL. GUZMAN EL BUENO;41;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439542,637;4476721,807;N;NULL
2022S008606;28/03/2022;13:30:00;PQUE. MADRID RIO, +00320I;+00320I;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;439843,915;4472108,658;N;NULL
2022S008606;28/03/2022;13:30:00;PQUE. MADRID RIO, +00320I;+00320I;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;439843,915;4472108,658;N;NULL
2022S008630;29/03/2022;16:30:00;PASEO. INFANTA ISABEL, 25;25;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441735,031;4473104,47;N;NULL
2022S008668;28/03/2022;21:40:00;CALL. NURIA / CALL. PEÑA SIRIO;41;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;440287,634;4482545,261;N;NULL
2022S008702;28/03/2022;13:00:00;PQUE. MADRID RIO, +00350I;+00350I;2;ARGANZUELA;Atropello a animal;Nublado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438755,907;4473576,074;N;NULL
2022S009044;31/03/2022;20:50:00;PASEO. PRADO, 1;1;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441201,092;4474426,417;N;NULL
2022S009053;31/03/2022;23:44:00;CALL. CONDE DE PEÑALVER, 19;19;4;SALAMANCA;Alcance;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442599,279;4475124,503;N;NULL
2022S009184;01/04/2022;16:25:00;PLAZA. ESPAÑA, 7;7;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439561,665;4474879,438;N;NULL
2022S009184;01/04/2022;16:25:00;PLAZA. ESPAÑA, 7;7;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439561,665;4474879,438;N;NULL
2022S009189;01/04/2022;17:25:00;CALL. ESPALTER, 5;5;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441386,379;4473798,418;N;NULL
2022S009202;01/04/2022;20:50:00;GENERAL PARDIÑAS;56;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442465,216;4475589,285;N;NULL
2022S009329;02/04/2022;12:40:00;CTRA. DEHESA DE LA VILLA / ANILLO VERDE CICLISTA;14;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;437775,865;4478605,727;N;NULL
2022S009433;04/04/2022;15:10:00;CALL. SEGOVIA, 53;53;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;439071,752;4473952,929;N;NULL
2022S009449;04/04/2022;18:50:00;CALL. NUÑEZ DE BALBOA, 71;71;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442117,608;4475680,325;N;NULL
2022S009457;04/04/2022;19:15:00;CALL. VIA CARPETANA / CALL. CARAMUEL;166;10;LATINA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438218,315;4472799,959;N;NULL
2022S009520;05/04/2022;18:15:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. BRAULIO GUTIERREZ;68;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;446357,649;4475670,185;N;NULL
2022S009579;06/04/2022;17:45:00;CALL. COALICION / CALL. VILLAFUERTE;37;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;441476,565;4467505,479;N;NULL
2022S009603;06/04/2022;20:00:00;CALL. MARTELL / CALL. PUERTO DE ARLABAN;28;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443273,17;4470747,939;N;NULL
2022S009614;07/04/2022;0:05:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;4;2;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;441314,128;4473381,58;N;NULL
2022S009668;07/04/2022;16:25:00;CALL. SAN GERMAN, 12;12;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;441231,887;4478637,379;N;NULL
2022S009673;07/04/2022;18:50:00;CALL. ISAAC PERAL, 12;12;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;439091,287;4476394,853;N;NULL
2022S009674;07/04/2022;18:30:00;CALL. AGUSTIN GARCIA MALLA / CALL. CLAUDIO FERRERO FERRERO;8;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447643,396;4470388,252;N;NULL
2022S009685;07/04/2022;20:30:00;CALL. COLON, 9;9;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;440432,358;4475039,977;N;NULL
2022S009748;08/04/2022;15:15:00;PASEO. CASTELLANA / PLAZA. LIMA;138;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;441475,182;4478101,986;N;NULL
2022S009748;08/04/2022;15:15:00;PASEO. CASTELLANA / PLAZA. LIMA;138;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;441475,182;4478101,986;N;NULL
2022S009751;08/04/2022;17:15:00;CALL. ANTONIO DE LEYVA, 39;39;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;439280,525;4471455,01;N;NULL
2022S010110;10/04/2022;21:22:00;PASEO. DELICIAS, 55;55;2;ARGANZUELA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441121,476;4472570,013;N;NULL
2022S010140;11/04/2022;11:50:00;CALL. PINZON / CALL. CAMICHI;1A;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;437175,491;4471418,363;N;NULL
2022S010327;12/04/2022;12:45:00;CALL. FRANCISCO UMBRAL / M11;2;21;BARAJAS;Caída;Nublado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;447044,663;4480474,586;N;NULL
2022S010334;12/04/2022;17:45:00;CALL. ALBOX, 12;12;11;CARABANCHEL;Colisión frontal;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436887,906;4469535,673;N;NULL
2022S010389;12/04/2022;21:30:00;CALL. IMAGEN / CALL. PUERTO DE LA MORCUERA;1;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Se desconoce;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443346,166;4470570,966;N;NULL
2022S010430;14/04/2022;9:10:00;CALL. MARIA DE MAEZTU / CALL. SENDA DEL INFANTE;124;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438527,3;4482668,721;N;NULL
2022S010431;14/04/2022;11:40:00;CALL. PEÑUELAS, 4;4;2;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440202,496;4472851,272;N;NULL
2022S010469;14/04/2022;14:20:00;PQUE. MADRID RIO, +00280E;+00280E;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;438559,494;4473849,167;N;NULL
2022S010469;14/04/2022;14:20:00;PQUE. MADRID RIO, +00280E;+00280E;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438559,494;4473849,167;N;NULL
2022S010534;15/04/2022;20:45:00;CALL. MAGDALENA, 12;12;1;CENTRO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440449,955;4473762,088;N;NULL
2022S010547;16/04/2022;4:50:00;CALL. GRAN VIA, 4;4;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440875,629;4474490,763;S;NULL
2022S010612;17/04/2022;0:45:00;CALL. BRAILLE / CALL. MOLINS DE REY;8;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;441209,332;4483011,874;N;NULL
