num_expediente,fecha,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2022S005313,2022-02-28T13:30:00Z,Ctra. Zarzon,6,9,Moncloa-aravaca,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 10 a 14 años,Mujer,77,Se desconoce,434024.875,4473746.84,false,false
2022S005409,2022-03-02T15:30:00Z,Avda. Aurora Boreal / Cmno. Fuente De Arriba,4,19,Vicálvaro,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,77,Se desconoce,448102.101,4472522.775,false,false
2022S005520,2022-03-03T14:10:00Z,Call. Villacid De Campos / Cmno. Fuente De Arriba,1,19,Vicálvaro,Caída,LLuvia intensa,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,448265.318,4472683.597,false,false
2022S005560,2022-03-03T16:20:00Z,Call. Juan Bravo,5,4,Salamanca,Alcance,LLuvia intensa,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441952.155,4476035.408,false,false
2022S005613,2022-03-03T21:20:00Z,Call. Santa Engracia,57,7,Chamberí,Atropello a persona,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440772.361,4476130.587,false,false
2022S005613,2022-03-03T21:20:00Z,Call. Santa Engracia,57,7,Chamberí,Atropello a persona,Lluvia débil,Bicicleta,Peatón,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,440772.361,4476130.587,false,false
2022S005661,2022-03-04T11:20:00Z,Call. Portico De La Gloria / Ronda De La Comunicacion,2,8,Fuencarral-el Pardo,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,443690.158,4485429.285,false,false
2022S005712,2022-03-04T20:45:00Z,Call. Gran Via / Call. Silva,45,1,Centro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440004.857,4474725.764,false,false
2022S005727,2022-03-05T00:15:00Z,Call. Segovia,19,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,439515.992,4473940.571,false,false
2022S005803,2022-03-05T15:15:00Z,Call. Luis Cabrera / Call. Juan Bautista De Toledo,64,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442853.072,4477199.851,false,false
2022S005825,2022-03-05T20:45:00Z,Paseo. Recoletos,17,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,441261.301,4474808.938,false,false
2022S005901,2022-03-06T00:55:00Z,Call. Serrano,25,4,Salamanca,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Mujer,2,Ingreso inferior o igual a 24 horas,441665.39,4475329.903,false,false
2022S005901,2022-03-06T00:55:00Z,Call. Serrano,25,4,Salamanca,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,441665.39,4475329.903,false,false
2022S005905,2022-03-06T15:30:00Z,Call. Valmojado / Call. Illescas,121,10,Latina,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,3,Ingreso superior a 24 horas,435644.138,4471533.71,false,false
2022S005920,2022-03-06T14:30:00Z,Call. Fuente Carrantona,23,14,Moratalaz,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,446202.411,4472791.495,false,false
2022S005920,2022-03-06T14:30:00Z,Call. Fuente Carrantona,23,14,Moratalaz,Caída,Despejado,Bicicleta,Peatón,De 6 a 9 años,Hombre,14,Sin asistencia sanitaria,446202.411,4472791.495,false,false
2022S006015,2022-03-08T08:25:00Z,Call. Ricardo Ortiz,55,15,Ciudad Lineal,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,77,Se desconoce,444218.765,4475065.487,false,false
2022S006033,2022-03-08T00:15:00Z,Avda. Las Aguilas,41,10,Latina,Alcance,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,434599.674,4470567.58,false,false
2022S006171,2022-03-09T14:00:00Z,Call. Embajadores / Call. Sodio,195,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,441317.036,4471131.225,false,false
2022S006177,2022-03-10T09:15:00Z,Paseo. Venezuela / Paseo. Fernan Nuñez,1,3,Retiro,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442284.552,4474173.614,false,false
2022S006187,2022-03-10T00:40:00Z,Call. Silva / Plaza. Santo Domingo,2,1,Centro,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,439908.71,4474676.348,false,false
2022S006266,2022-03-10T19:05:00Z,Call. Arroyo Del Monte,57,8,Fuencarral-el Pardo,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,438284.899,4482244.314,false,false
2022S006352,2022-03-10T22:50:00Z,Call. O'donnell,29,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,442584.22,4474774.027,false,false
2022S006366,2022-03-11T15:55:00Z,Avda. Toreros / Call. Campanar,43,4,Salamanca,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,443396.322,4475945.812,false,false
2022S006399,2022-03-11T17:10:00Z,Call. Juan Bravo,49,4,Salamanca,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,De 25 a 29 años,Mujer,77,Se desconoce,442654.454,4475968.134,false,false
2022S006430,2022-03-11T20:30:00Z,Call. Isabel La Catolica,12,1,Centro,Alcance,Lluvia débil,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439831.408,4474801.889,false,false
2022S006607,2022-03-12T00:00:00Z,Avda. Monasterio De Silos,1,8,Fuencarral-el Pardo,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,439563.003,4483801.373,false,false
2022S006695,2022-03-13T00:40:00Z,Call. Palos De La Frontera / Paseo. Santa Maria De La Cabeza,12,2,Arganzuela,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440838.274,4472748.623,false,false
2022S006722,2022-03-13T09:40:00Z,Call. Carabanchel Bajo / Call. Albox,29,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436666.01,4469682.933,false,false
2022S006782,2022-03-13T13:30:00Z,Call. Andres Tamayo / Call. Bejar,23,4,Salamanca,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442984.093,4476466.842,false,false
2022S006796,2022-03-12T21:04:00Z,Avda. Manzanares,16,10,Latina,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,438718.85,4473326.441,false,false
2022S006796,2022-03-12T21:04:00Z,Avda. Manzanares,16,10,Latina,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438718.85,4473326.441,false,false
2022S006812,2022-03-13T20:50:00Z,Call. Arquitecto Sanchez Arcas,1,9,Moncloa-aravaca,Caída,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,77,Se desconoce,439207.976,4478238.323,false,false
2022S006812,2022-03-13T20:50:00Z,Call. Arquitecto Sanchez Arcas,1,9,Moncloa-aravaca,Caída,Despejado,Bicicleta,Peatón,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,439207.976,4478238.323,false,false
2022S007151,2022-02-07T21:56:00Z,Call. Ayala / Call. General Diaz Porlier,30,4,Salamanca,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442569.528,4475399.674,false,false
2022S007228,2022-03-16T21:15:00Z,Call. Sil / Oria,14,5,Chamartín,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,442058.704,4477634.93,false,false
2022S007300,2022-03-17T20:30:00Z,Call. Serrano,5,4,Salamanca,Colisión lateral,Se desconoce,Bicicleta,Conductor,De 40 a 44 años,Hombre,77,Se desconoce,441586.839,4474769.159,false,false
2022S007328,2022-03-18T09:35:00Z,Avda. Poblados / Anto,151,11,Carabanchel,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,437910.374,4469449.815,false,false
2022S007368,2022-03-17T21:20:00Z,Paseo. Castellana / Call. Maria De Molina,66,4,Salamanca,Alcance,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,441452.59,4476589.907,false,false
2022S007617,2022-03-19T19:45:00Z,Call. Donoso Cortes / Call. Andres Mellado,78,7,Chamberí,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,439419.732,4476444.436,false,false
2022S007679,2022-03-20T09:10:00Z,Call. Camarena,280,10,Latina,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,435791.835,4471040.786,false,false
2022S007679,2022-03-20T09:10:00Z,Call. Camarena,280,10,Latina,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,1,Atención en urgencias sin posterior ingreso,435791.835,4471040.786,false,false
2022S007720,2022-03-20T18:23:00Z,Call. Ramon Perez De Ayala,10,13,Puente De Vallecas,Atropello a animal,Nublado,Bicicleta,Conductor,De 15 a 17 años,Hombre,77,Se desconoce,444384.59,4472221.134,false,false
2022S007773,2022-03-21T17:20:00Z,Gta. San Vicente,1,9,Moncloa-aravaca,Caída,LLuvia intensa,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438860.443,4474664.418,false,false
2022S007862,2022-03-22T18:50:00Z,Avda. Manzanares,58,11,Carabanchel,Atropello a persona,Nublado,Bicicleta,Conductor,Desconocido,Hombre,77,Se desconoce,438669.266,4472706.421,false,false
2022S007862,2022-03-22T18:50:00Z,Avda. Manzanares,58,11,Carabanchel,Atropello a persona,Nublado,Bicicleta,Peatón,De 6 a 9 años,Mujer,2,Ingreso inferior o igual a 24 horas,438669.266,4472706.421,false,false
2022S008094,2022-03-24T10:00:00Z,Paseo. Recoletos,22,4,Salamanca,Alcance,Lluvia débil,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441416.987,4475047.126,false,false
2022S008117,2022-03-22T17:15:00Z,Avda. Doctor Garcia Tapia / Call. Laponia,224,14,Moratalaz,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,Ingreso inferior o igual a 24 horas,446732.92,4473092.13,false,false
2022S008117,2022-03-22T17:15:00Z,Avda. Doctor Garcia Tapia / Call. Laponia,224,14,Moratalaz,Atropello a persona,Despejado,Bicicleta,Peatón,De 10 a 14 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446732.92,4473092.13,false,false
2022S008171,2022-03-24T17:52:00Z,Ronda. Toledo / Call. Gasometro,30,2,Arganzuela,Caída,Lluvia débil,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439864.345,4473062.939,false,false
2022S008198,2022-03-24T17:32:00Z,Call. Sor Angela De La Cruz,30,6,Tetuán,Caída,Nublado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440887.336,4479088.478,false,false
2022S008292,2022-03-25T17:30:00Z,Call. Javier Del Quinto / Call. Arequipa,12,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,77,Se desconoce,445581.459,4479916.377,false,false
2022S008313,2022-03-25T19:00:00Z,Plaza. Independencia,5,4,Salamanca,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441578.301,4474650.773,false,false
2022S008389,2022-03-26T10:50:00Z,Cmno. Valderribas / Call. Doctor Salgado,54,13,Puente De Vallecas,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,Desconocido,Desconocido,77,Se desconoce,443738.138,4472352.475,false,false
2022S008490,2022-03-27T09:15:00Z,Avda. Los Rosales / Call. Zafiro,100,17,Villaverde,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,77,Se desconoce,442634.994,4466722.338,false,false
2022S008490,2022-03-27T09:15:00Z,Avda. Los Rosales / Call. Zafiro,100,17,Villaverde,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,77,Se desconoce,442634.994,4466722.338,false,false
2022S008526,2022-03-27T21:00:00Z,Call. Clavel / Call. Gran Via,1,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,440643.294,4474593.361,true,false
2022S008560,2022-03-28T13:20:00Z,Call. Doctor Sanchez / Call. Puerto De La Morcuera,25,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443500.882,4470446.075,false,false
2022S008595,2022-03-28T21:45:00Z,Call. Cea Bermudez / Call. Guzman El Bueno,41,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,439542.637,4476721.807,false,false
2022S008606,2022-03-28T13:30:00Z,Pque. Madrid Rio,+00320I,2,Arganzuela,Atropello a persona,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14,Sin asistencia sanitaria,439843.915,4472108.658,false,false
2022S008606,2022-03-28T13:30:00Z,Pque. Madrid Rio,+00320I,2,Arganzuela,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,1,Atención en urgencias sin posterior ingreso,439843.915,4472108.658,false,false
2022S008630,2022-03-29T16:30:00Z,Paseo. Infanta Isabel,25,3,Retiro,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441735.031,4473104.47,false,false
2022S008668,2022-03-28T21:40:00Z,Call. Nuria / Call. Peña Sirio,41,8,Fuencarral-el Pardo,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,440287.634,4482545.261,false,false
2022S008702,2022-03-28T13:00:00Z,Pque. Madrid Rio,+00350I,2,Arganzuela,Atropello a animal,Nublado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438755.907,4473576.074,false,false
2022S009044,2022-03-31T20:50:00Z,Paseo. Prado,1,3,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,77,Se desconoce,441201.092,4474426.417,false,false
2022S009053,2022-03-31T23:44:00Z,Call. Conde De Peñalver,19,4,Salamanca,Alcance,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,442599.279,4475124.503,false,false
2022S009184,2022-04-01T16:25:00Z,Plaza. España,7,1,Centro,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439561.665,4474879.438,false,false
2022S009184,2022-04-01T16:25:00Z,Plaza. España,7,1,Centro,Colisión frontal,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439561.665,4474879.438,false,false
2022S009189,2022-04-01T17:25:00Z,Call. Espalter,5,3,Retiro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441386.379,4473798.418,false,false
2022S009202,2022-04-01T20:50:00Z,General Pardiñas,56,4,Salamanca,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,442465.216,4475589.285,false,false
2022S009329,2022-04-02T00:40:00Z,Ctra. Dehesa De La Villa / Anillo Verde Ciclista,14,9,Moncloa-aravaca,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,437775.865,4478605.727,false,false
2022S009433,2022-04-04T15:10:00Z,Call. Segovia,53,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,439071.752,4473952.929,false,false
2022S009449,2022-04-04T18:50:00Z,Call. Nuñez De Balboa,71,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,442117.608,4475680.325,false,false
2022S009457,2022-04-04T19:15:00Z,Call. Via Carpetana / Call. Caramuel,166,10,Latina,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438218.315,4472799.959,false,false
2022S009520,2022-04-05T18:15:00Z,Call. Hermanos Garcia Noblejas / Call. Braulio Gutierrez,68,15,Ciudad Lineal,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3,Ingreso superior a 24 horas,446357.649,4475670.185,false,false
2022S009579,2022-04-06T17:45:00Z,Call. Coalicion / Call. Villafuerte,37,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,441476.565,4467505.479,false,false
2022S009603,2022-04-06T20:00:00Z,Call. Martell / Call. Puerto De Arlaban,28,13,Puente De Vallecas,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443273.17,4470747.939,false,false
2022S009614,2022-04-07T00:05:00Z,Plaza. Emperador Carlos V / Paseo. Prado,4,2,Arganzuela,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,441314.128,4473381.58,false,false
2022S009668,2022-04-07T16:25:00Z,Call. San German,12,6,Tetuán,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,441231.887,4478637.379,false,false
2022S009673,2022-04-07T18:50:00Z,Call. Isaac Peral,12,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,439091.287,4476394.853,false,false
2022S009674,2022-04-07T18:30:00Z,Call. Agustin Garcia Malla / Call. Claudio Ferrero Ferrero,8,18,Villa De Vallecas,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447643.396,4470388.252,false,false
2022S009685,2022-04-07T20:30:00Z,Call. Colon,9,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,440432.358,4475039.977,false,false
2022S009748,2022-04-08T15:15:00Z,Paseo. Castellana / Plaza. Lima,138,5,Chamartín,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,441475.182,4478101.986,false,false
2022S009748,2022-04-08T15:15:00Z,Paseo. Castellana / Plaza. Lima,138,5,Chamartín,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,441475.182,4478101.986,false,false
2022S009751,2022-04-08T17:15:00Z,Call. Antonio De Leyva,39,11,Carabanchel,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,77,Se desconoce,439280.525,4471455.01,false,false
2022S010110,2022-04-10T21:22:00Z,Paseo. Delicias,55,2,Arganzuela,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,De 21 a 24 años,Hombre,77,Se desconoce,441121.476,4472570.013,false,false
2022S010140,2022-04-11T11:50:00Z,Call. Pinzon / Call. Camichi,1A,11,Carabanchel,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,437175.491,4471418.363,false,false
2022S010327,2022-04-12T00:45:00Z,Call. Francisco Umbral / M11,2,21,Barajas,Caída,Nublado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,447044.663,4480474.586,false,false
2022S010334,2022-04-12T17:45:00Z,Call. Albox,12,11,Carabanchel,Colisión frontal,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436887.906,4469535.673,false,false
2022S010389,2022-04-12T21:30:00Z,Call. Imagen / Call. Puerto De La Morcuera,1,13,Puente De Vallecas,Colisión fronto-lateral,Se desconoce,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443346.166,4470570.966,false,false
2022S010430,2022-04-14T09:10:00Z,Call. Maria De Maeztu / Call. Senda Del Infante,124,8,Fuencarral-el Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438527.3,4482668.721,false,false
2022S010431,2022-04-14T11:40:00Z,Call. Peñuelas,4,2,Arganzuela,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440202.496,4472851.272,false,false
2022S010469,2022-04-14T14:20:00Z,Pque. Madrid Rio,+00280E,10,Latina,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,438559.494,4473849.167,false,false
2022S010469,2022-04-14T14:20:00Z,Pque. Madrid Rio,+00280E,10,Latina,Atropello a persona,Despejado,Bicicleta,Peatón,De 10 a 14 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438559.494,4473849.167,false,false
2022S010534,2022-04-15T20:45:00Z,Call. Magdalena,12,1,Centro,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,De 35 a 39 años,Hombre,77,Se desconoce,440449.955,4473762.088,false,false
2022S010547,2022-04-16T04:50:00Z,Call. Gran Via,4,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,77,Se desconoce,440875.629,4474490.763,true,false
2022S010612,2022-04-17T00:45:00Z,Call. Braille / Call. Molins De Rey,8,8,Fuencarral-el Pardo,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,441209.332,4483011.874,false,false
2022S010651,2022-04-17T13:45:00Z,Calle Clavel Con Calle Infantas,8,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440675.456,4474667.126,false,false
2022S010697,2022-04-17T17:17:00Z,Gta. Rio Urubamba / M 4,Se desconoce,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,77,Se desconoce,446813.596,4479942.064,false,false
2022S010709,2022-04-17T22:00:00Z,Avda. Ciudad De Barcelona,83,3,Retiro,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442841.903,4472445.118,false,false
2022S010710,2022-04-17T22:40:00Z,Call. Gran Via / Call. Alcala,2,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,440871.678,4474492.721,true,false
2022S010821,2022-04-18T11:00:00Z,Ctra. Rodajos / Gta. Caños,2,9,Moncloa-aravaca,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,435465.935,4473891.621,false,false
2022S010821,2022-04-18T11:00:00Z,Ctra. Rodajos / Gta. Caños,2,9,Moncloa-aravaca,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435465.935,4473891.621,false,false
2022S010893,2022-04-19T16:50:00Z,Paseo. Perales / Call. Jose Maria Del Boto,4,10,Latina,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,437390.976,4472966.307,false,false
2022S011035,2022-04-20T21:50:00Z,Ronda. Sur / Call. Montanchez,8,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443023.387,4469432.703,false,false
2022S011043,2022-04-20T00:10:00Z,Call. Miosotis / Call. Fray Junipero Serra,14,6,Tetuán,Colisión fronto-lateral,LLuvia intensa,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,440668.982,4479575.774,false,false
2022S011178,2022-04-21T22:50:00Z,Call. Mateo Inurria / Metro. Plaza De Castilla,2,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441610.214,4479708.871,false,false
2022S011185,2022-04-22T01:55:00Z,Custa. San Vicente,44,9,Moncloa-aravaca,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,3,Ingreso superior a 24 horas,439031.712,4474666.487,true,false
2022S011198,2022-04-21T14:00:00Z,Call. Alcala (frente A La Plaza De Toros),206,4,Salamanca,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443762.445,4475785.458,false,false
2022S011206,2022-04-22T08:50:00Z,Call. Joaquin Costa,8,5,Chamartín,Caída,Lluvia débil,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441673.144,4477485.321,false,false
2022S011330,2022-04-22T19:16:00Z,Call. Principe De Vergara / Call. General Oraa,88,4,Salamanca,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,442398.311,4476395.207,false,false
