PK,NOMBRE,COMEDOR,HORARIO-AMPLIADO,EDUCACIÓN_0-3,METRO,BUS,RENFE/CERCANÍAS,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
5633158,Escuela infantil municipal La Patria Chica,false,false,true, La Peseta ," 35 , 155",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78e7a529393b7210VgnVCM2000000c205a0aRCRD,PATRIMONIO DE LA HUMANIDAD,CALLE,V,31,MADRID,MADRID,28054,6,BUENAVISTA,11,CARABANCHEL,435221,4468182,40.36168337750411,-3.7629430009334297,915 116  786,eilapatriachica@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633600,Escuela infantil municipal La Revoltosa,true,true,false," Las Suertes, Valdecarros ",145,,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c0999a414b7210VgnVCM2000000c205a0aRCRD,JOSE ANTONIO REBOLLEDO Y PALMA,CALLE,V,18,MADRID,MADRID,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,449997,4468556,40.36607876608522,-3.588947072838845,914 944 330,eilarevoltosa@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633294,Escuela infantil municipal La Rosa del Azafrán,false,false,true, Tres Olivos ," 66, 137",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3670dde9b3b7210VgnVCM2000000c205a0aRCRD,CUEVA DE MONTESINOS,CALLE,V,2,MADRID,MADRID,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,441678,4483539,40.50050331171224,-3.68829881383211,917 344 966,eilarosadelazafran@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633382,Escuela infantil municipal La Verbena de la Paloma,false,false,true, Aluche ," 17, 117, 155",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=533f44dd9d3b7210VgnVCM2000000c205a0aRCRD,FUERTE DE NAVIDAD,CALLE,V,17,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434972,4470271,40.380491665056326,-3.7660767346972173,685 08 22 40,eilaverbenalapaloma@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633456,Escuela infantil municipal La del Manojo de Rosas,false,false,true,," 4, 106, 140",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49e1ec1fe3b7210VgnVCM2000000c205a0aRCRD,RAVENA,CALLE,V,12,MADRID,MADRID,28032,4,ARCOS,20,SAN BLAS-CANILLEJAS,447718,4474367,40.41827932953887,-3.616265188601519,685 082 224,eiladelmanojoderosas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633393,Escuela infantil municipal La del Soto del Parral,false,false,true,," 34, 35, 155, 139, 47",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=979344dd9d3b7210VgnVCM2000000c205a0aRCRD,TROMPAS,CALLE,V,19,MADRID,MADRID,28054,6,CUATRO VIENTOS,10,LATINA,434786,4469328,40.37197319564591,-3.7681711768688495,915 084 790,eiladelsotodelparral@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5298904,Escuela infantil municipal Las Amapolas,false,false,false, San Francisco ," 47, 118, 121, 131, 155",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=367e5e391ae90210VgnVCM1000000b205a0aRCRD,OBOLO,CALLE,V,14,MADRID,MADRID,28054,6,BUENAVISTA,11,CARABANCHEL,437070,4469157,40.370623480071096,-3.741251804918924,915 115 338,eilasamapolas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5299104,Escuela infantil municipal Las Azaleas,false,false,false,," 4, 38, 48, 70, 109 METRO: García Noblejas",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34cb3ab7e0f90210VgnVCM1000000b205a0aRCRD,PORTUGALETE,CALLE,V,6,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,446096,4475250,40.42613036374425,-3.635469776500989,914 402 088,eilasazaleas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633460,Escuela infantil municipal Las Leandras,true,true,false,,77,,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d29f1ec1fe3b7210VgnVCM2000000c205a0aRCRD,DEYANIRA,CALLE,V,2,MADRID,MADRID,28022,6,REJAS,20,SAN BLAS-CANILLEJAS,449640,4477120,40.443198664211145,-3.593829229968625,635 831 634,eilasleandras@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5252132,Escuela infantil municipal Las Mercedes,false,false,false,,77,,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ebbdb969ed8f110VgnVCM1000000b205a0aRCRD,SAMANIEGO,CALLE,V,22,MADRID,MADRID,28022,6,REJAS,20,SAN BLAS-CANILLEJAS,450779,4477035,40.442501078875445,-3.5804043676101007,917 470 878,eilasmercedes@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
132987,Escuela infantil municipal Las Nubes,true,true,false, Menéndez Pelayo  ," 24 , 37 , 54 , 57 , 102 , 141, 152",,ENSEÑANZA: Educación infantil (Primer ciclo),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96b66da0aa81c010VgnVCM1000000b205a0aRCRD,ANTONIO NEBRIJA,CALLE,V,7,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,441938,4472786,40.40365358728283,-3.6842590892111273,915 012 443,eilasnubes@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
10957943,Escuela infantil municipal Las Pléyades,true,true,false,," 171, 174",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=947c36d08b9ea610VgnVCM2000001f4a900aRCRD,SECUNDINO ZUAZO,AVENIDA,V,34,MADRID,MADRID,28055,6,VALDEFUENTES,16,HORTALEZA,447428,4482921,40.49533034052694,-3.62038557307297,91 528 52 61   /   680 51 38 87,eilaspleyades@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
132982,Escuela infantil municipal Las Viñas,true,true,false,,160,,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd66da0aa81c010VgnVCM1000000b205a0aRCRD,ESTUDIO,CALLE,V,6,MADRID,MADRID,28023,7,ARAVACA,9,MONCLOA-ARAVACA,433385,4479176,40.460576198420775,-3.7857037462052063,913 078 175,eilasvinas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633582,Escuela infantil municipal Los Gavilanes,true,true,false," Alvarado, Estrecho "," 3, 64, 66, 124, 128, 772",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c1d999a414b7210VgnVCM2000000c205a0aRCRD,TIZIANO,CALLE,V,7,MADRID,MADRID,28020,2,CUATRO CAMINOS,6,TETUAN,440434,4478062,40.4510850477906,-3.7024647767258325,915 799 142,eilosgavilanes@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
28784,Escuela infantil municipal Los Juncos,true,true,false,," 4 , 100 , 106 , 130",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a791059cb751c010VgnVCM2000000c205a0aRCRD,JUVENTUD,PLAZA,V,7,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,448602,4473344,40.40912749404517,-3.605774962043424,913 719 837,eilosjuncos@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5340,Escuela infantil municipal Los Pinos,true,true,false,," 59, 79 Metro: San Cristóbal",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a84e13db5b71c010VgnVCM1000000b205a0aRCRD,ROCAFORT,CALLE,V,2,MADRID,MADRID,28021,2,SAN CRISTOBAL,17,VILLAVERDE,441474,4466069,40.34123812234347,-3.69037444346592,917 984 611,eilospinos@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633604,Escuela infantil municipal Los sobrinos del Capitan Grant,true,true,false,," 58, 63, 145 METRO: La Gavia, Congosto",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8692999a414b7210VgnVCM2000000c205a0aRCRD,LA GAVIA,AVENIDA,V,22,MADRID,MADRID,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,448079,4469404,40.37360084784636,-3.611617365195693,913 852 400,eisobrinoscapitang@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
187609,Escuela infantil municipal Luis Bello,false,false,false, Prosperidad ," 1, 9, 72, 73",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a48d2bec675e010VgnVCM1000000b205a0aRCRD,JUAN BAUTISTA DE TOLEDO,CALLE,V,5,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,442845,4477216,40.443633085040005,-3.6739692982111727,914 132 979,eiluisbello@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633425,Escuela infantil municipal Luisa Fernanda,true,true,false,," 54, 58, 103, 142, 143",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbaa1ec1fe3b7210VgnVCM2000000c205a0aRCRD,COCHERON DE LA VILLA,CALLE,V,29,MADRID,MADRID,28031,4,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,446016,4470299,40.38152351850743,-3.635992893537739,913 329 620,eiluisafernanda@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
11368108,Escuela infantil municipal Margarita Salas,false,false,false,METRO. Conde de Casal. Pacífico.," 10, 56, 156 ",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647fa8d65f0d8710VgnVCM2000001f4a900aRCRD,CAVANILLES,CALLE,V,58,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,442901,4472858,40.40438324670531,-3.6729005068427316,623 412 950,eicavanilles@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5633596,Escuela infantil municipal Molinos de Viento,true,true,false, Vicálvaro ," 4, 106, 100, 130",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afe999a414b7210VgnVCM2000000c205a0aRCRD,FUENTE DE ARRIBA,CAMINO,V,4,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,448245,4472690,40.40321377463398,-3.609917274177793,917 753 905,eimolinosdeviento@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
187607,Escuela infantil municipal Osa Menor,true,true,false," Bilbao, Alonso Martínez, Tribunal "," 3, 21, 37, 40, 147, 149",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c328d2bec675e010VgnVCM1000000b205a0aRCRD,MEJIA LEQUERICA,CALLE,NUM,21,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,440666,4475502,40.4280399538175,-3.699501702258276,914 472 234,eiosamenor@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
11508438,Escuela infantil municipal Parque de Ingenieros,true,true,false,," 22, 76, 86, 130, 131. METRO: Villaverde Bajo Cruce. ", Puente Alcocer,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=350a001964bcc710VgnVCM1000001d4a900aRCRD,LA TABERNERA DEL PUERTO,CALLE,V,26,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,440206,4467404,40.355056165686676,-3.704143611899768,918 986 144,eiparqueingenieros@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
10957917,Escuela infantil municipal Pensamiento,false,false,false,METRO:  Usera,"  6, 55, 70 y 78   ",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9246bc22369ea610VgnVCM1000001d4a900aRCRD,MIRASIERRA,CALLE,V,27,MADRID,MADRID,28026,5,MOSCARDO,12,USERA,440153,4471220,40.38943008851109,-3.7051307823732746,643 636 576  /   643 663 747,eipensamiento@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion
10904800,Escuela infantil municipal Poeta Gloria Fuertes,true,true,false, Las Tablas   ,"  172, 176, T61",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=589695511b749610VgnVCM1000001d4a900aRCRD,EUNATE,CALLE,V,6,MADRID,MADRID,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,442522,4484000,40.50473019578028,-3.678370099876234,913 787 752,eilastablas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion
88758,Escuela infantil municipal Ruiz Jiménez,true,true,false, Diego de León ," 1 , 12 , 56 , 69 , 72 , 73 , 115",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7086def5ab41c010VgnVCM2000000c205a0aRCRD,JOSE PICON,CALLE,V,17,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,442973,4476267,40.435092812438825,-3.672374874199507,910 590 901,eiruizjimenez@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
10888929,Escuela infantil municipal Sabina,true,true,false, Artilleros y Pavones.       ,"  30, 100, 140",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=148a52fb94cd8610VgnVCM1000001d4a900aRCRD,CAÑÓN DEL RIO LOBOS,CALLE,V,4,MADRID,MADRID,28030,2,HORCAJO,14,MORATALAZ,446369,4472888,40.40488549196435,-3.6320315642486043,910 596 394,eisabina@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
11647597,Escuela infantil municipal San Blas,true,true,false,  Canillejas   ," 77, 101, 140,151, 165",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d80e95a4b4ef710VgnVCM1000001d4a900aRCRD,JOSEFA VALCARCEL,CALLE,V,152,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448127,4477817,40.449397046847494,-3.611715880766424,914 804 853,eisanblas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
168220,Escuela infantil municipal Tarabilla,true,true,false,," 4 , 28 , 38 , 48 , 70 , 105",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=615ce0e1f181c010VgnVCM1000000b205a0aRCRD,GANDHI,CALLE,V,14,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,446245,4475186,40.42369169272075,-3.6349635101992215,913 047 164,eilatarabilla@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
4552561,Escuela infantil municipal VeoVeo,true,true,false,," 11, 53, 122",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8893f0d5edbb1110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,V,3,MADRID,MADRID,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,444425,4477257,40.44410961610912,-3.6553313008969353,910 596 679,eiveoveo@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
11647681,Escuela infantil municipal Villa de Vallecas,true,true,false,  Las Suertes / Valdecarros   ,"  142, 145",,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e085e95a4b4ef710VgnVCM1000001d4a900aRCRD,EMBALSE DE NAVACERRADA,CALLE,V,62,MADRID,MADRID,28049,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,438579,4482872,40.49427966804819,-3.7248032378887164,914 804 870,eivilladevallecas@madrid.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
