PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campo de futbol 7,futbol 7,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,gimnasio,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,rocodromo,escalada,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,fronton,fronton,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4694,Centro Deportivo Municipal La Fundi,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes: de 9 a 14:30 horas y de 15 a 20:30  horas. Sábados y domingos: 9 a 14 horas.  Cierre completo del centro  Todos los festivos, más el 24 de diciembre y 31 de enero.","Clases y escuelas deportivas    Infantiles  (edad, según modalidades): baloncesto, fútbol sala, gimnasia rítmica, karate kenpo, tenis y tenis de mesa.  Jóvenes y personas adultas: aeróbic, ciclo sala, combinada (actividad con músicas, tonificación, fitness/ciclo sala), musculación, pádel y tenis.  Mayores 65 años: acondicionamiento físico.    Equipamientos      Superficie total de las instalaciones:  11.866 metros cuadrados   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pádel.  Unidades deportivas cubiertas: 1 pabellón polideportivo, 2 salas multiusos, y 1 sala de musculación.  Oficina de Promoción Deportiva: responsable de la coordinaciónde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Ayudas técnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardíaco.",pista polideportiva,,"Metro: Legazpi, Arganzuela Planetario   Bus: 8, 19, 45, 47, 59, 76, 85  Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD,ALICANTE,CALLE,V,14,,,,,MADRID,MADRID,28045,5,DELICIAS,2,ARGANZUELA,441329,4471761,40.39438,-3.69134,914 305 871 - Taquilla 915 288 879,,idmarganzuela@madrid.es - oficina promoción deportiva jdmarganzuela@madrid.es,Gimnasios, 
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,tenis de mesa,tenis de mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
104235,Centro Deportivo Municipal La Masó,,"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   Lunes a viernes de 8:45 a 21 horas.  Sabados, domingos y festivos de 9 a 14:45 horas.    Cierre completo del centro    Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas     Pre-infantiles (0 a 3 años): fútbol, gimnasia rítmica, matrogimnasia, matronatación y natación.  Infantiles: (edad, según modalidades): aeróbic, escalada, fútbol, gimnasia rítmica, natación  y polideportiva.  Jóvenes y personas adultas: aeróbic, ciclo sala, carrera acuática, (aquarunning), circuito de fitness, combinada  (fitness/tonificación, yoga/pilates, aeróbic/pilates)  fitness, fitness acuático, GAP, gimnasia acuática (aquagym),  natación, natación de compensación, natación espalda,  natación embarazadas, natación jóvenes, pilates y pilates embarazadas.  Mayores de 65 años: acondicionamiento físico y gimnasia acuática (aquagym y natación).  Personas con discapacidad física:   natación.       Equipamientos      Superficie total de las instalaciones: 41.700 metros cuadrados.  Unidades deportivas al aire libre:   campo de fútbol  y rocódromo.      Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de fisioterapia, sala multiusos y sala de musculación.      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.",campos de futbol ,futbol,"Metro: Herrera Oria , Lacoma, Avenida de la Ilustración.  Bus: 49, 64, 83, 124, 134.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .     Parking  público gratuito.",,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD,MASO,CALLE,V,80,,,,C/V Ventisquero de la Condesa,MADRID,MADRID,28034,7,MIRASIERRA,8,FUENCARRAL-EL PARDO,439451,4481771,40.48443,-3.71442,917 397 555,,idmlamaso@madrid.es,Gimnasios, 
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,rocodromo,escalada,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4538574,Centro Deportivo Municipal Las Cruces,,"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 14 y de 15 a 22 horas. Sábados de 9 a 19  horas. Domingos y festivos de 9 a 14 horas.   Cierre completo del Centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.","Clases y escuelas deportivas    Pre-infantiles (0 a3 años): educación física de base, matronatación y natación.  Infantiles   (edad, según modalidad): aeróbic, baloncesto, balonmano, gimnasia rítmica, fútbol, fútbol sala, judo, natación, natación (escuela de iniciación, competición), natación sincronizada, pádel, pre-tenis, tenis y voleibol.  Jóvenes:  aeróbic, baloncesto, ciclo sala, combinada (EFP), fútbol, natación, natación (escuela de iniciación, competición), pádel, tenis y tonificación.  Adultos: acondicionamiento físico/fat burner, aeróbic/zumba, aeróbic/body jam, carrera acuática (acuarunning), ciclo sala, combinada (EFP/ciclo+core), fitness acuático, fitnes/body combat, gimnasia acuática, gimnasia acuática (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natación, natación de compensación, natación embarazadas, pádel, pilates, tenis , tonificación/body pump y yoga.  Mayores 65 años: actividad física, gimnasia acuática, gimnasia acuática (acuagim), gimnasia acuática/acuasalud, gimnasia acuática/acuapilates, gimnasia acuática/acuarelax, natación y tonificación.  Personas con discapacidad  : actividad física, gimnasia acuática, natación  y polideportiva.     Equipamientos    Superficie total de las instalaciones:  31.529,58  metros cuadrados.   Unidades deportivas al aire libre:  1 campo de fútbol (césped artificial), 2 campos de fútbol 7, (césped artificial), 6 pistas de pádel, 2 pistas de pádel (cristal) y 5 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m y vaso de enseñanza), 3 salas multiusos y sala de musculación.   Solárium (no disponible).    Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.",pista de padel ,padel,"Metro: Aluche , Eugenia de Montijo.  Bus: 121 , 131 , 139.  Renfe: Aluche.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD,POBLADOS,AVENIDA,V,72,,,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,435779,4470115,40.37915,-3.75655,915 888 600,,idmlascruces@madrid.es,CamposEstadiosFutbol, 
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
,,,,,campos de futbol ,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
,,,,,campo de futbol 7,futbol 7,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,CamposEstadiosFutbol,
4619937,Centro Deportivo Municipal Los Prunos,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 22 horas. Excepto el mes de agosto que es de 8 a 22 horas. Sábados, Domingos y festivos de 9 a 15 horas.  Los días 24,31 y 5 de enero se consideran como festivo.  Cierre completo del centro   Día 25 de diciembre, 1 y 6 de enero","Clases y escuelas deportivas   Cardiovascular, tonificación, combinado tono y cardio, cuerpo y mente, y pádel.   Equipamientos    Unidades deportivas al aire libre: pista polideportiva y 8 pistas de pádel.   Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseñanza) , 4 pistas de pádel, sala multiusos (ciclo sala), sala multiusos (gimnasio), 3 salas multiusos, spa y zona termal.   Ayudas técnicas para la accesibilidad: con 1 ascensor.",pista polideportiva,,Metro: Feria de Madrid  Bus: 153  Bicicleta:   El centro dispones de aparcabicicletas exterior con capacidad para 6 bicicletas.,"Forma de gestión: indirecta, por medio de concesión de la gestión de los servicios deportivos Los Prunos   Para acceder a este centro deportivo municipal de gestión indirecta únicamente serán válidos los abonos adquiridos en este centro. Se recomienda consultar los precios de  utilización de las zonas termales y de spa, en las oficinas del centro deportivo.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e705dfa167204110VgnVCM1000000b205a0aRCRD,PETUNIAS,CALLE,V,30,,,,,MADRID,MADRID,28042,1,PALOMAS,16,HORTALEZA,447540,4478250,40.45326,-3.6187,917 432 001,917 432 002,losprunos@bpxport.es,Gimnasios, 
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,gimnasio,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4681,Centro Deportivo Municipal Luis Aragonés,,"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Invierno: laborables, de 8,30 a 20,30 horas, sábados, domingos y festivos, cerrado.  Verano: de lunes a domingo, de 8.30 a 20,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidad) : judo, karate kenpo, natación, pádel, pre-tenis, tenis, salvamento y socorrismo.    Personas adultas  : aeróbic, carrera acuática (acuarunning), fitness, gimnasia acuática (acuagim), judo, karate kenpo, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.    Mayores 65 años:  acondicionamiento físico y natación.      Equipamientos       Superficie total de las instalaciones:  61.500 metros cuadrados.    Unidades deportivas al aire libre:     2 campos de fútbol de césped artificial, 2 campos de fútbol-7 de césped artificial, piscinas (vaso 50 metros, 2 vasos de recreo y 1 vaso infantil),  pista de vóley playa, 1 pista de tenis, 2 pistas de tenis (césped artificial), 4 tenis de mesa y Rocódromo.      Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza), 4 pistas de pádel (césped artificial), sala de artes marciales, sala multiusos (gimnasio) y sala de musculación.          Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.            Ayudas técnicas para la accesibilidad:  1 grúa de piscina.        Columna de rescate cardíaco.",pista de voley playa,voley,"Metro: Canillas.  Bus: 73, 120.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64cd79262ef5d010VgnVCM1000000b205a0aRCRD,EL PROVENCIO,CALLE,V,20,,,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,446795,4479520,40.46465,-3.62759,913 003 612,,idmlaragones@madrid.es,Gimnasios, 
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,gimnasio,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,rocodromo,escalada,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,tenis de mesa,tenis de mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4688,Centro Deportivo Municipal Margot Moles (Vicálvaro),,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Hasta apertura piscina de verano, de lunes a viernes de 9 a 14,30 y de 14,45 a 20,30 horas. Sábados y domingos, de 9 a 14,30 horas. Festivos cerrado, excepto en temporada de verano.    Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas.    Pre-infantiles (3 a 5 años): matronatación y (0 a 3 años) natación.  Infantiles (6 a 14 años, según modalidades): baile en familia, fútbol, karate shyto, natación, natación (competición), pádel y tenis.  Personas adultas (15 a 64 años): acondicionamiento físico deportivo, acuagim, acuarruning, aeróbic, aeróbic combinado, combinada (pilates/yoga gap /tonificación), karate goju, natación, natación de compensación, natación embarazadas, pádel, pilates/yoga, tenis y yoga.  Mayores de 65 años: actividad física, baile, gimnasia acuática, natación y pádel.   Equipamientos     Superficie total de las instalaciones:  82.400 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), piscina (1 vaso de 50 m. y 1 vaso infantil), pista de atletismo, 2 pistas polideportivas, 4 pistas de pádel, 3 pistas de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza).      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas para la accesibilidad:  1 grúa de piscina.    Columna de rescate cardíaco.     Servicio de Medicina Deportiva: psicomotricidad infantil.",pista de atletismo,atletismo,"Metro: San Cipriano, Puerta de Arganda.  Bus: 4 , 100 , 106 , 130.  Renfe: Vicálvaro.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6f79262ef5d010VgnVCM1000000b205a0aRCRD,POLIDEPORTIVO,PASEO,V,3,,,,,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,448815,4473344,40.40914,-3.60326,917 769 874,,idmvicalvaro@madrid.es,Gimnasios, 
,,,,,pista polideportiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campos de futbol ,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campo de futbol 7,futbol 7,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
121729,Centro Deportivo Municipal Marqués de Samaranch,,"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 8,30 a 20,30 horas. Sábados y domingos, de 9 a 14 horas. Festivos, cerrado.   Cierre completo del centro   Mes de agosto y los días 24, 25, 26 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-infantiles (2 a 5 años): natación y polideportiva/educación física de base.  Infantiles: bádminton, karate kenpo, natación, polideportiva y voleibol.  Jóvenes y personas adultas:  aeróbic, acondicionamiento nadadores, bádminton, fitness, fitness acuático, gimnasia acuática (acuagim), gimnasia de compensación, natación, natación de compensación/salud, natación embarazadas, pilates, voleibol, salvamento acuático y salvamento y socorrismo.     Mayores de 65 años: acondicionamiento nadadores, fitness, gimnasia acuática (acuagim) y natación.       Personas con discapacidad física:  natación (adulta e infantil).           Personas con discapacidad intelectual:  natación (adulta e infantil) .         Equipamientos    Unidades deportivas al aire libre: campo de fútbol de césped artificial y 4 pistas de pádel.  Unidades deportivas cubiertas:   pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza y solarium), 6 pistas de pádel, 4 pistas de tenis, sala de musculación, 2 salas multiusos, sala fisioterapia, sala de psicomotricidad, unidad de reconocimientos médicos y 2 saunas.    Servicios auxiliares:  aula.    Oficina de promoción deportiva (distrito centro) juegos deportivos municipales, torneos y circuitos municipales, copas de primavera información sobre escuelas de promoción deportiva.   Ayuda técnicas para la accesibilidad: 2 grúas de piscina.  Columna de rescate cardíaco.",pista de padel ,padel,"Metro: Puerta de Toledo , Pirámides.  Bus: 17, 36, 41, C, 62.  Renfe: Pirámides.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 5 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD,IMPERIAL,PASEO,V,20,,,,,MADRID,MADRID,28005,1,IMPERIAL,2,ARGANZUELA,439131,4473248,40.40762,-3.71738,914 220 344 - Taquilla 913 541 514,,idmmsamaranch@madrid.es,Gimnasios, 
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campos de futbol ,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4701827,Centro Deportivo Municipal Miguel Guillén Prim,,"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 9 a 21 horas. Sábados, domingos y festivos, cerrado.   Cierre completo del Centro   Mes agosto y durante los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Infantiles (6 a 14 años, según modalidades): fútbol sala y taekwondo.  Jóvenes y personas adultas   (21 a 64 años): acondicionamiento físico deportivo y musculación.    Mayores de 65 años:   actividad física.     Equipamientos      Superficie total de las instalaciones:   8.400 metros cuadrados.  Unidades deportivas al aire libre: campos de fútbol-7 de césped artificial.    Unidades deportivas cubiertas: pabellón polideportivo y sala de musculación.    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad:   instalación adaptada.    Columna rescate cardíaco.",pabellon polideportivo,,"Bus:  54, 103, 142.  Metro: Congosto.  Renfe: Vallecas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd237c71d4a6110VgnVCM1000000b205a0aRCRD,FUENTIDUEÑA,CALLE,V,6,,,,ESQUINA CALLE PUERTO PORZUNA,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447099,4469435,40.37382,-3.62315,913 053 451,,idmmguillen@madrid.es,Gimnasios, 
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4673,Centro Deportivo Municipal Moratalaz,,"Horario de uso de las instalaciones deportivas                      Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 9:00 a 20:30 h. Sábados y domingos. de 9:00 a 14:30 h.   Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre infantiles (0 a 3 años): natación.  Infantiles (edad, según modalidad): atletismo, baloncesto, hábitos saludables, fútbol,  fútbol sala, gimnasia rítmica, judo, karate shyto, natación, patinaje, polideportiva, tenis y tiro con arco.  Jóvenes y personas adultas: aeróbic,  atletismo juvenil, ciclo sala, combinada (fitness/ciclo sala), fútbol (masculino y femenino), gap (glúteos, abdomen, piernas), gimnasia acuática (acuagim), hábitos saludables, judo, karate shyto, natación , natación embarazadas, pádel, pilates, tenis y tonificación (con pesas).  Mayores 65 años: acondicionamiento físico, gimnasia acuática (acuagim), natación, natación de compensación y pilates.  Personas con discapacidad  : atletismo y natación.     Equipamientos    Superficie total de las instalaciones: 108.300 metros cuadrados.  Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala de musculación, sala de artes marciales y sala multiusos (psicomotricidad, sala multiusos (ciclo sala).   Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 3 pistas de fútbol sala, campo de tiro con arco, 2 frontones (largos), piscina (3 vasos de 50 metros y una vaso infantil), pista de atletismo, pista de baloncesto, pista de patinaje, 4 pistas de pádel, 6 pistas de tenis y 1 pista de vóley playa.   Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Servicio de medicina deportiva: reconocimientos médicos para deportistas y psicomotricidad.    Unidades con servicios auxiliares:   sala de reconocimientos médicos.    Ayudas técnicas para la accesibilidad:  1 ascensor y 2 grúas de piscina.    Columna de rescate cardíaco.",pista de futbol sala,futbol sala,"Metro: Pavones.  Bus: 8, 20, 32, 71, 142, 144.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para    interior (10), exterior (8) bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc9942be9971c010VgnVCM1000000b205a0aRCRD,VALDEBERNARDO,CALLE,V,2,,,,,MADRID,MADRID,28030,1,PAVONES,14,MORATALAZ,446331,4472220,40.39886,-3.63243,"917 727 100                                                                                                                                     
- 917 727 121",,idmmoratalaz@madrid.es,Gimnasios, 
,,,,,pista de atletismo,atletismo,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de baloncesto,baloncesto,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de patinaje,patinaje,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de voley playa,voley,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campos de futbol ,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,fronton,fronton,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
