PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
120275,Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),,"Horario de uso de las instalaciones deportivas          Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20,30 horas. Festivos:  Lunes  a viernes, cerrado. Sábados y domingos, de 9 a 20,30 horas.     Cierre completo del centro   Festivos, y fines de semana del mes agosto, y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles: actividad fisica y juegos, matronatacion y ( y años) natacion. infantiles baloncesto, futbol, gimnasia ritmica, karate, natacion, padel, salvamento acuatico, tenis y pre-tenis. jovenes y personas adultas acuapilates, aerofitness, aquapilates/natacion salud, carrera acuatica, carrera acuatica/natacion, ciclo sala, fitness, fitness acuatico, gim-jazz fitness, karate, natacion, padel, pilates, salvamento acuatico y tenis. mayores de años: acondicionamiento fisico deportivo, acuapilates, baile estiramientos/relax, gimnasia acuatica (acuagim), natacion y pilates (iniciacion). actividades para personas con discapacidad fisica: natacion (infantil y adulto). actividades para personas con discapacidad intelectual (de a años, segun modalidades): baloncesto (mayores de años), padel (infantil y adulto). actividades para personas con discapacidad sensorial (sordos): natacion (mayores de años), padel (mayores de años) y voleibol. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: campo de futbol (de cesped artificial), campo de futbol (de cesped artificial), pista de padel y pista de tenis. unidades deportivas cubiertas: pabellon polideportivo, piscina ( vaso de m. y vaso de enseñanza), sala de esgrima,sala de musculacion y salas multiusos. ayuda tecnica para la accesibilidad: ascensor y gruas de piscina. columna de rescate cardiaco.",pista de padel,padel,"Metro: Valdebernardo.  Bus:   8 , 71 , 130.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD,LADERA DE LOS ALMENDROS,CALLE,V,2,,,,,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,447145,4472806,40.40418961,-3.622901145,917 723 591,,idmvaldebernardo@madrid.es,Gimnasios, 
120275,Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120275,Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120275,Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Centro Deportivo Municipal Fernando Martín,,"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla De lunes a viernes, de 8,30 a 20,30 horas.Sábados, domingos y festivos (primeros y últimos de mes), de 8,30 a 14,30 horas.  Cierre completo del Centro: el mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre infantiles: ( y años) actividad fisica y juegos, y natacion. infantiles (edad, segun modalidades) : baloncesto, natacion, salvamento acuatico, pretenis y tenis. personas jovenes y adultas: aerobic, bailes, baloncesto, gimnasia acuatica (acuagim), fitness, fitness acuatico, natacion, natacion de compensacion, natacion embarazadas, pilates y tenis. mayores años : acondicionamiento fisico, gimnasia acuatica (acuagim), natacion y pilates. programa deportivo en la calle: caminar por madrid. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: pista polideportivo, pista de tenis y pista de padel. unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de metros), sala multiusos y sala de musculacion. oficina de promocion deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera informacion sobre escuelas de promocion deportiva. columna de rescate cardiaco.",pista polideportiva,,"Metro: Francos Rodríguez.  Bus:  44, 64, 126, 127, 132.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD,SANTO ANGEL DE LA GUARDA,AVENIDA,V,6,,,,,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439619,4479162,40.4609354,-3.71219183,914 507 344 - 914 505 530,,idmfmartin@madrid.es,Gimnasios, 
4703,Centro Deportivo Municipal Fernando Martín,,,,pista de tenis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Centro Deportivo Municipal Fernando Martín,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623547,Centro Deportivo Municipal Francisco Fernández Ochoa,,"Horario de taquilla      De lunes a viernes: de 8 a 21,30 horas. Sábados, domingos y festivos: de 9 a 20 horas.   Horario de uso de las instalaciones deportivas Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Cierre completo del centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  La piscina permanecerá cerrada del 1 al 31 de agosto.","clases y escuelas deportivas preinfantiles: matronatacion, natacion peques, educacion fisica de base (polideportiva). infantiles (edad, segun modalidades) : aerobic/bailes, bailes, baloncesto, futbol, gimnasia ritmica, hockey patines, judo, natacion, natacion deportiva, natacion sincronizada, patinaje, educacion fisica de base (polideportiva), tenis y voleibol. jovenes y adultos (jovenes a años- adultos a años): acondicionamiento fisico/total training, aerobic/step, aerobic/zumba, bailes, ciclo sala, combinada/compensacion, defensa personal, entrenamiento funcional (suspension, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, futbol, natacion, natacion de compensacion, natacion deportiva, natacion embarazadas, padel, patinaje, pilates, tenis, tonificacion/bodypump, tonificacion/grit series, triatlon, triatlon swimmers. mayores años : actividad acuatica, actividad fisica /en forma senior, gimnasia acuatica (acuagim/acua senior), natacion, pilates senior. personas con discapacidad : actividad acuatica. programa deportivo en la calle: triatlon runners. equipamientos superficie total de las instalaciones: ., metros cuadrados unidades deportivas al aire libre: campo de futbol (cesped artificial), pista de hockey patines y patinaje, pista de padel,y pista de tenis. unidades deportivas cubiertas: pabellon polideportivo, piscinas ( (vaso de metros distribuido en calles de metros y vaso de enseñanza), salas multiusos, sala de musculacion y solarium. ayudas tecnicas para la accesibilidad: ascensores y gruas de piscina.",pista de hockey,hockey,"Metro: La Peseta , San Francisco  Bus: 108 , 155  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.","Consulta listado de actividades:   Presencialmente: en el centro deportivo municipal  donde se desarrolla la actividad que se solicita, y dentro de los plazos establecidos.  En linea:  a través de Deportes/web y descargándote la app Avisos Madrid, a través de uno de los siguientes enlaces.  Para Android, a traves de Google Play  Para iOs, a través de Apple Store",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD,CATORCE OLIVAS,CALLE,V,1,,,,,MADRID,MADRID,28054,6,BUENAVISTA,11,CARABANCHEL,437097,4468625,40.36581777,-3.740893981,"915 883 623 
915 883 731",,idmffochoa@madrid.es,Gimnasios, 
4623547,Centro Deportivo Municipal Francisco Fernández Ochoa,,,,pista de padel,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623547,Centro Deportivo Municipal Francisco Fernández Ochoa,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623547,Centro Deportivo Municipal Francisco Fernández Ochoa,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,Centro Deportivo Municipal Francos Rodríguez,,"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De 11 a 14.30 y de 15 a 21 horas.","equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: piscina (vaso de metros y vaso infantil), pista de voley playa y tenis mesa. oficina de promocion deportiva: responsable de la coordinacion de juegos deportivos municipales, torneos y circuitos municipales, copas de primavera. ademas, ofrece informacion sobre las escuelas de promocion deportiva. ayudas tecnicas a la accesibilidad: instalacion practicable. columna de rescate cardiaco.",pista de voley playa,voley,"Metro:  Francos Rodríguez.  Bus:  44, 64, 126, 127, 128, 132.  Bicicleta:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01d7b0c40971c010VgnVCM1000000b205a0aRCRD,NUMANCIA,CALLE,V,11,,,,,MADRID,MADRID,28039,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,439535,4478347,40.45358753,-3.713093095,914 599 871,,idmfrodriguez@madrid.es; idmfmartin@madrid.es,Piscinas, 
4685,Centro Deportivo Municipal Francos Rodríguez,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623697,Centro Deportivo Municipal Fuente del Berro,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla     De lunes a domingo, de 9 a 14 y de 17 a 21 horas    Cierre completo del centro    Días 24, 25 de diciembre,31 y 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles (- años) natacion peques. infantiles: (de a años, segun modalidades): aerobic, baile moderno, judo y natacion. jovenes y personas adultas (de a años): acondicionamiento fisico, aerobic, aerobic/zumba, ciclo sala, fitness, fitness - body pump, gap (gluteos, abdomen, piernas), judo, natacion, natacion salud, natacion embarazadas, pilates, yoga y tonificacion. mayores años: actividad fisica, gimnasia acuatica, pilates y natacion. personas con discapacidad: natacion. actividades para personas con discapacidad fisica: natacion (todos los grupos de edad). equipamientos superficie total de las instalaciones: ., metros cuadrados. unidades deportivas cubiertas: piscina (vaso de metros), sala multiusos (actividades), sala multiusos (ciclo) y sala de musculacion. solarium. accesibilidad: ascensor y grua de piscina.  columna de rescate cardiaco.",piscina,natacion,"Metro: O'Donnell  Bus: 2 , 28 , 30 , 56 , 71 , 143 , C.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4a2318c05b24110VgnVCM1000000b205a0aRCRD,ELVIRA,CALLE,V,36,,,,,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443566,4474779,40.42171957,-3.665251515,915 881 369,,idmfuentedelberro@madrid.es,Gimnasios, 
124194,Centro Deportivo Municipal Félix Rubio,,"Horario de uso  de las instalaciones deportivas Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De 9 a 20,30 horas, de lunes a domingo.   Cierre completo del centro   Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas y deportivas infantiles: escuelas en colaboracion de futbol, balonmano y gimnasia ritmica. jovenes y personas adultas: escuelas en colaboracion de futbol, balonmano y gimnasia ritmica, clases de acondicionamiento fisico general, tonificacion, correccion postural dentro del programa gimnasia salud. mayores años: acondicionamiento fisico. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: bloque de escalada, campo de futbol (cesped artificial, convertible en campo de futbol ), fronton corto, pista de baloncesto x , pista de frontenis, pista de futbol x , pista de futbol x (pista pana), y pista polideportiva. unidades deportivas cubiertas: pabellon polideportivo, rocodromo y sala de cardiovascular. oficina de promocion deportiva: responsable de la coordinacion de juegos deportivos municipales, torneos y circuitos municipales, copas de primavera. ademas, ofrece informacion sobre las escuelas de promocion deportiva.",pista de baloncesto,baloncesto,"Bus: 22, 23, 59, 79, 85 123, 130.  Metro: Ciudad de los Angeles.  Renfe: Villaverde Bajo.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD,ALIANZA,CALLE,V,4,,,,,MADRID,MADRID,28041,4,LOS ROSALES,17,VILLAVERDE,441281,4467659,40.35742968,-3.691528805,913 180 435,,idmfrubio@madrid.es,Rocodromo, 
124194,Centro Deportivo Municipal Félix Rubio,,,,pista de frontenis,frontenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124194,Centro Deportivo Municipal Félix Rubio,,,,pista de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124194,Centro Deportivo Municipal Félix Rubio,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124194,Centro Deportivo Municipal Félix Rubio,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Centro Deportivo Municipal Gallur,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes y festivos: de 8,30 a 21 horas. Sábados y domingos: de 8,30 a 21 horas.  Por organización del servicio, se cierra los sábados, domingos y festivos de 9,45 a 10,15 horas.  Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles ( a años): matronatacion y natacion. infantiles: baloncesto, balonmano, futbol, gimnasia artistica, gimnasia ritmica, natacion, natacion sincronizada, polideportiva, salvamento acuatico, pre-tenis y tenis. personas jovenes y adultas: ( a años): aero gap, bailes, ciclo sala fitness, combinada (fitness/gap), gimnasia acuatica (acuagim), natacion, natacion de compensacion, salud, padel, pilates, tenis y tonificacion. polideportivo (infantil), padel (jovenes y adultos), padel en silla de ruedas (adultos). mayores de años : acondicionamiento fisico, combinada (acondicionamiento fisico musical/pilates), gimnasia acuatica /acuagim) y natacion. actividades para personas con discapacidad fisica: natacion (infantil y adulta). equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: fronton largo, pista de tenis y pista de padel. unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de metros y vaso de enseñanza), sala de musculacion y sala multiusos (ciclo sala). oficina de promocion deportiva: responsable de la coordinacion de juegos deportivos municipales, torneos y circuitos municipales, copas de primavera. ademas, ofrece informacion sobre las escuelas de promocion deportiva. ayudas tecnicas a la accesibilidad: ascensores y grua de piscina. columna de rescate cardiaco.",pista de tenis ,,"Metro: Carpetana, Laguna. Bus: 17 y 25. Renfe: Laguna.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD,GALLUR,CALLE,V,2,,,,,MADRID,MADRID,28047,1,LOS CARMENES,10,LATINA,437595,4472245,40.39846583,-3.735383451,"915 089 401
915 251 059",,idmgallur@madrid.es,Gimnasios, 
4698,Centro Deportivo Municipal Gallur,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51661,Centro Deportivo Municipal Gimnasio Moscardó,,"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8,30 a 20,30 horas. Sábados, domingos y festivos: de 9 a 14,30 horas.   Cierre completo del centro    El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 mayo.","servicios clases y escuelas deportivas pre-infantiles (de a años): natacion, y educacion fisica de base (gimnasia polideportiva). infantiles (de a años): aerobic, gimnasia ritmica, karate shyto, natacion, natacion sincronizada, padel, educacion fisica de base (gimnasia polideportiva) y tenis. clases para jovenes y adultos (de a años): acondicionamiento fisico deportivo, aerobic, ciclo sala, combinada/aerobic, gim jazz, karate shyto, natacion, natacion de compensacion, padel, pilates y tenis. actividades para mayores de años: actividad fisica y natacion. actividades para personas con discapacidad fisica: combinada y natacion (adultos y mayores). actividades para personas con discapacidad fisica sensorial (sordos): actividad fisica y natacion (adultos y mayores). oficina de promocion deportiva: responsable de la coordinacion dejuegos deportivos municipales, torneos y circuitos municipales y copas de primavera, ademas, ofrece informacion sobre escuelas de promocion deportiva. servicio de medicina deportiva: fisioterapia del deporte. equipamientos superficie: . metros cuadrados. unidades deportivas al aire libre: pista de padel (cristal), pista de tenis, tenis de mesa. unidades deportivas cubiertas: pabellon de gimnasia, pabellon polideportivo, piscinas de metros, salas multiusos, sala de fisioterapia y sala de musculacion. ayudas tecnicas para la accesibilidad: ascensores, plataforma y grua de piscina. columna de rescate cardiaco.",pista de padel,padel,"Metro: Avenida de América, Cartagena, Diego de León.  Bus: 1, 115 , C  Bicicleta:  El centro dispone de aparcabicicletas  exterior con capacidad para 25 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7cee7510551c010VgnVCM2000000c205a0aRCRD,PILAR DE ZARAGOZA,CALLE,V,93,,,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,442795,4476586,40.43794529,-3.67450203,913 553 201,,idmgmoscardo@madrid.es,Gimnasios, 
51661,Centro Deportivo Municipal Gimnasio Moscardó,,,,pista de tenis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51661,Centro Deportivo Municipal Gimnasio Moscardó,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51661,Centro Deportivo Municipal Gimnasio Moscardó,,,,tenis de mesa,ping-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,Centro Deportivo Municipal Hortaleza,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla:     De lunes a domingo: de 8,30 a 20,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas peques: natacion. infantiles (edad, segun modalidades): aerobic, badminton, gimnasia ritmica, karate shyto, natacion, salvamento acuatico y tenis. personas jovenes: badminton, natacion, salvamento acuatico y tenis. personas adultas: aerofitness, aerogap, carrera acuatica, ciclo sala, circuito, correr por madrid, estiramientos-relajacion, fitness, fitness acuatico, gimnasia salud, karate, natacion, padel, pilates, tenis, yoga. mayores años : acondicionamiento fisico, cuerpo y mente, estiramientos-relajacion y natacion. actividades para personas con discapacidad fisica: natacion (adulta e infantil). equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: campo de futbol (de tierra / fuera de servicio), piscina (vaso de metros, vaso de enseñanza y vaso infantil), pista de padel (adaptadas y de cesped artificial), pista polideportiva, pista de tenis y pista de tenis (cesped artificial). unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de metros), sala multiusos (ciclo-sala) y sala de musculacion. accesibilidad: gruas de piscina. columna de rescate cardiaco.",pista de padel,padel,"Metro: Parque de Santamaría, Hortaleza.  Bus: 9, 107, 172.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,V,11,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444784,4481305,40.47872793,-3.652718353,913 818 260 / 913 821 965 / 913821961,,idmhortaleza@madrid.es,Gimnasios, 
4680,Centro Deportivo Municipal Hortaleza,,,,pista polideportiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,Centro Deportivo Municipal Hortaleza,,,,pista de tenis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,Centro Deportivo Municipal Hortaleza,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,Centro Deportivo Municipal Hortaleza,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,Centro Deportivo Municipal José María Cagigal,,"Horario de uso de las instalaciones deportivas Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo de 8,30 a 20,30 horas.   Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles ( a años): matronatacion y natacion. infantiles (edad segun modalidad) : baloncesto, balonmano, psicomotricidad, natacion y salvamento y socorrismo. jovenes y personas adultas (de a años): acondicionamiento fisico deportivo, acondicionamiento nadadores, aero-fitness, carrera acuatica, circuito tonificacion, combinada (natacion-carrera acuatica), cuerpo-mente, estiramientos, fitness acuatico, fuerza- gluteos-abdomen-piernas (gap), natacion, musculacion, pilates , salvamento y socorrismo y tonificacion general. mayores de años: actividad acuatica, actividad fisica, carrera acuatica, estiramientos y natacion. programa deporte en la calle: caminar por madrid, y marcha nordica. programa de psicomotricidad infantil actividades fisico deportivas para centros escolares: aula deportiva municipal. equipamientos superficie total de instalaciones: . metros cuadrados. unidades deportivas al aire libre: piscina (vaso de metros vaso de recreo y vaso infantil), pista de padel y pista de tenis. unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de metros), vaso de enseñanza, salas multiusos y sala de musculacion.  unidades auxiliares: auditorio (gestion junta municipal), sala de fisioterapia/hidroterapia deportiva y medicina deportiva.  oficina de promocion deportiva: responsable de la coordinacion de juegos deportivos municipales, torneos y circuitos municipales, copas de primavera. ademas, ofrece informacion sobre las escuelas de promocion deportiva. columna de rescate cardiaco.",pista de padel,padel,"Bus:  41, 46, 75.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones  .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177d79262ef5d010VgnVCM1000000b205a0aRCRD,SANTA POLA,CALLE,V,22,,,,,MADRID,MADRID,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,437491,4475985,40.43214955,-3.736964599,608268794,,idmjmcagigal@madrid.es,Gimnasios, 
4704,Centro Deportivo Municipal José María Cagigal,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11580683,Centro Deportivo Municipal Juan de Dios Román,,"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 8,30 a 21,30h. Sábados, domingos y festivos de 9 a 20h.   Cierre completo del Centro    Días 1 de enero, 1 de mayo y 25 de diciembre.","clases y escuelas deportivas pre-infantiles, natacion peques (- años), matronatacion ( años), actividad fisica y juegos (- años). infantiles, natacion, padel, polideportiva, baloncesto, futbol sala, balonmano, salvamento y socorrismo, natacion artistica, gimnasia ritmica. jovenes y adultos ( a años), natacion, natacion salud, natacion embarazadas, natacion acondicionamiento, fitness acuatico, acuagim, padel, gimnasia salud, habitos saludables/obesidad, ciclo-sala, fitness, aerofitness, circuito fitness, pilates, fuerza en sala, gap (gluteo-abdomen-pierna), hipopresivos, baile y estiramientos-relajacion. mayores de años, natacion, gimnasia acuatica, pilates, fuerza en sala, habitos saludables/caidas, acondicionamiento fisico. personas con discapacidad, natacion. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas cubiertas, piscina de calles y metros, vaso de enseñanza, pista deportivas polivalentes (futbol-sala, balonmano, baloncesto y voleibol), sala de musculacion, sala multiusos para clases colectivas, sala multiusos ciclo-sala. unidades deportivas al aire libre, pista de padel, de ellas cubiertas. ayudas tecnicas para la accesibilidad: grua de piscina. columna de rescate cardiaco.",pista polideportiva,,"Bus:  14, 32, 145.  Metro: Las suertes.  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",,"1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec21fc9c969e710VgnVCM1000001d4a900aRCRD,JOSE GUTIERREZ MAROTO,CALLE,V,34,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,448616,4468325,40.36391581,-3.605186075,91 4801231,,idmjdroman@madrid.es,Gimnasios, 
11580683,Centro Deportivo Municipal Juan de Dios Román,,,,pista de balonmano,balonmano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11580683,Centro Deportivo Municipal Juan de Dios Román,,,,pista de padel,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11580683,Centro Deportivo Municipal Juan de Dios Román,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
