PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,wikidata_id_DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,wikidata_id_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4564065,Instalación Deportiva Municipal Básica Oscar y Jesús,,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564065,Instalación Deportiva Municipal Básica Oscar y Jesús,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557531,Instalación Deportiva Municipal Básica Oyarzun,,,2 Pistas de petanca1 Campo mini golf,pista de petanca,petanque,https://wikidata.org/entity/Q189317,"Bus: 6 , 60 , 78 , 81 , 116 , 131",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=494c39d8c6ae1110VgnVCM1000000b205a0aRCRD,OYARZUN,PLAZA,V,1,,,,,MADRID,MADRID,28041,1,ORCASITAS,12,Usera,https://wikidata.org/entity/Q953368,439322,4469089,40.36829,-3.716,,,,InstalacionesDeportivasBasicas, 
4544631,Instalación Deportiva Municipal Básica P.A.R. Antonio López,,,1 Pista Polideportiva,,,,"Metro: Marqués de VadilloBus:  23 , 34 , 35 , 116 , 118 , 119",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647b204ea5971110VgnVCM1000000b205a0aRCRD,ANTONIO LOPEZ,CALLE,V,27,,,,,MADRID,MADRID,28019,1,COMILLAS,11,Carabanchel,https://wikidata.org/entity/Q1001991,439515,4472008,40.39647,-3.71274,,,,CamposEstadiosFutbol, 
4549978,Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,,,1 Pista de patinaje,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Metro: La ElipaBus: 15 , 28 , 106 , 110 , 113 , 210",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=120225f8c62a1110VgnVCM1000000b205a0aRCRD,MARQUES DE CORBERA,AVENIDA,V,62,,,,,MADRID,MADRID,28017,1,VENTAS,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445014,4475590,40.42725,-3.64952,,,,PistasPatinaje, 
6296652,Instalación Deportiva Municipal Básica P.A.R. Ramón Gómez de la Serna,,,1 pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,Metro: LacomaBus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e76446a13a05310VgnVCM1000000b205a0aRCRD,RAMON GOMEZ DE LA SERNA,CALLE,V,49,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,438681,4481891,40.48357,-3.72478,,,,CamposEstadiosFutbol, 
4556996,Instalación Deportiva Municipal Básica PAR Manuel Noya,,,1 Pista de balonmano,pista de balonmano,handball,https://wikidata.org/entity/Q8418,"Metro: UseraBus: 55 , 60 , 116",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69561776595e1110VgnVCM1000000b205a0aRCRD,MANUEL NOYA,CALLE,V,2,,,,junto Puente Los Capuchinos,MADRID,MADRID,28026,5,MOSCARDO,12,Usera,https://wikidata.org/entity/Q953368,439676,4471393,40.38907,-3.71205,,,,InstalacionesDeportivasBasicas, 
4556602,Instalación Deportiva Municipal Básica PAR Rafaela Ybarra,,,1 Pista de balonmano,pista de balonmano,handball,https://wikidata.org/entity/Q8418,"Metro: Plaza ElípticaBus: 6 , 60 , 78 , 81",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b03e6ec3035e1110VgnVCM1000000b205a0aRCRD,RAFAELA YBARRA,AVENIDA,V,51,,,,,MADRID,MADRID,28026,7,PRADOLONGO,12,Usera,https://wikidata.org/entity/Q953368,439743,4470456,40.38064,-3.71117,,,,InstalacionesDeportivasBasicas, 
4580267,Instalación Deportiva Municipal Básica Pablo Casals,,,1 Pista de Fútbol Sala,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: Puerta del ÁngelBus: 25 , 31 , 33 , 36 , 39 , 50 , 62 , 65 , 138.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75d8672e92b2110VgnVCM1000000b205a0aRCRD,ERMITA DEL SANTO,PASEO,V,10,,,,,MADRID,MADRID,28011,2,PUERTA DEL ANGEL,10,Latina,https://wikidata.org/entity/Q794954,438693,4473970,40.41221,-3.72388,,,,CamposEstadiosFutbol, 
6271846,Instalación Deportiva Municipal Básica Padre Claret,,,3 Pistas de Fútbol-Sala.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6151b0ae3654310VgnVCM1000000b205a0aRCRD,PADRE CLARET,CALLE,V,18,,,,,MADRID,MADRID,28002,2,PROSPERIDAD,5,Chamartín,https://wikidata.org/entity/Q1766348,443788,4478082,40.44962,-3.66419,,,,CamposEstadiosFutbol, 
4546986,Instalación Deportiva Municipal Básica Padre Damián,,,5 Pistas de Pádel,pista de padel ,paddle tennis,https://wikidata.org/entity/Q1582389,"Metro: Santiago Bernabéu , CuzcoBus:  5 , 11 , 14 , 27 , 40 , 126 , 147 , 150.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf5c8d56fd81110VgnVCM1000000b205a0aRCRD,PADRE DAMIAN,CALLE,V,26,,,,,MADRID,MADRID,28036,4,HISPANOAMERICA,5,Chamartín,https://wikidata.org/entity/Q1766348,441838,4478670,40.45666,-3.68596,,,,PistasPadel, 
4582873,Instalación Deportiva Municipal Básica Palomeras Bajas,,,1 Campo de fútbol,,,,"Bus: 24 , 57 , 102 , 136 , 144Renfe: El Pozo",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f3800dcb2db2110VgnVCM1000000b205a0aRCRD,PUERTO DE BALBARAN,CALLE,V,,,,,,MADRID,MADRID,28053,3,PALOMERAS BAJAS,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444050,4470152,40.3782,-3.66041,,,,CamposEstadiosFutbol, 
177331,Instalación Deportiva Municipal Básica Parque Adelfas,,,1 Campo de Fútbol (de césped artificial)  2 Campos de chito  1 Pista de Baloncesto 1 Pista de pádel (cristal) Tenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Conde Casal , PacíficoBus: 8 , 10 , 14 , 24 , 32, 37 , 54 , 56 , 57 , 63 , 136 , 141 , 143 , 145 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71041c7a2c61c010VgnVCM1000000b205a0aRCRD,MARTINEZ CORROCHANO esquina  con calle Luis Mitjans,CALLE,V,26,,,,,MADRID,MADRID,28007,2,ADELFAS,3,Retiro,https://wikidata.org/entity/Q2002296,443258,4472734,40.40328,-3.66869,"699 354 506 
consulta de información   
914 338 950 - 914 338 770 
CDM Daoiz y Velarde, gestiones administrativas",,idmdvelarde@madrid.es,CamposEstadiosFutbol, 
177331,Instalación Deportiva Municipal Básica Parque Adelfas,,,,pista de padel ,paddle tennis,https://wikidata.org/entity/Q1582389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177331,Instalación Deportiva Municipal Básica Parque Adelfas,,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177331,Instalación Deportiva Municipal Básica Parque Adelfas,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629936,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún I,,,3 pistas fútbol-sala3 pistas baloncesto,,,,"Bus: 49 , 128",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c51553332b794110VgnVCM1000000b205a0aRCRD,CAPITAN BLANCO ARGIBAY,PASEO,V,,,,,Parque A. Rodríguez Sahagún,MADRID,MADRID,28039,5,VALDEACEDERAS,6,Tetuán,https://wikidata.org/entity/Q1773540,439954,4480105,40.46757,-3.7096,,,,CamposEstadiosFutbol, 
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,,2 Pistas de fútbol sala 2 Pistas de baloncesto Pista de patinaje 2 Pistas de bolos y petanca Tenis de mesa,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 49 , 42",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb9f22cad8d91110VgnVCM2000000c205a0aRCRD,SINESIO DELGADO,CALLE,V,30,,,,,MADRID,MADRID,28029,4,ALMENARA,6,Tetuán,https://wikidata.org/entity/Q1773540,441799,4480811,40.47406,-3.6879,,,,CamposEstadiosFutbol, 
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,,,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,,,pista de bolos ,bowling,https://wikidata.org/entity/Q3177899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310206,Instalación Deportiva Municipal Básica Parque Alfredo Kraus,,,1 Pista de chito,pista de chito,,,"Metro: Mar de Cristal Bus: 8, 4",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cc23b3737d35310VgnVCM2000000c205a0aRCRD,MAR ADRIATICO,CALLE,V,7,,,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,Hortaleza,https://wikidata.org/entity/Q1928529,445842,4480136,40.47014,-3.63888,,,,InstalacionesDeportivasBasicas, 
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,1 Campo de fútbol (de tierra) 1 Campo de fútbol (de césped artificial) 1 Pista de fútbol sala 3 Pistas de baloncesto 6 Pistas de bolos y petanca 3 Pistas de chito (en recinto cerrado) Tenis de Mesa Circuito de bicicletas,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: AlucheBus: 25 , 121, 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=228a8244ca902110VgnVCM1000000b205a0aRCRD,VALMOJADO,CALLE,V,4,,,,,MADRID,MADRID,28047,4,ALUCHE,10,Latina,https://wikidata.org/entity/Q794954,435712,4472070,40.39676,-3.75754,,,,CamposEstadiosFutbol, 
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,pista de bolos ,bowling,https://wikidata.org/entity/Q3177899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,circuito de bicicletas,cycle sport,https://wikidata.org/entity/Q2215841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308759,Instalación Deportiva Municipal Básica Parque Arroyo Fresno,,,1 Pista Polideportiva1 Pista Baloncesto,,,,Bus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee3f106d5835310VgnVCM1000000b205a0aRCRD,VENTISQUERO DE LA CONDESA,AVENIDA,V,43,,,,,MADRID,MADRID,28035,7,MIRASIERRA,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439357,4482915,40.49284,-3.71691,,,,CamposEstadiosFutbol, 
4527839,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,,,1 Pistas de baloncesto 1 Pista de baloncesto 3x3 1 Pista de fútbol sala Tenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 160 , 161 , I",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a23f1d46adf0110VgnVCM1000000b205a0aRCRD,ARROYO DE POZUELO,CALLE,V,10,,,,,MADRID,MADRID,28023,7,ARAVACA,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,434463,4478158,40.4515,-3.77289,,,,CamposEstadiosFutbol, 
4527839,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527839,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,,,,pista de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527839,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628264,Instalación Deportiva Municipal Básica Parque Boadilla,,,1 Pista polideportiva1 Pista de baloncesto1 Pista de petanca,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 25 , 36 , 39 , 65",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d5dc38d4884110VgnVCM1000000b205a0aRCRD,BOADILLA DEL MONTE,CARRETERA,V,1,,,,,MADRID,MADRID,28024,5,CAMPAMENTO,10,Latina,https://wikidata.org/entity/Q794954,435046,4472514,40.39882,-3.76671,,,,InstalacionesDeportivasBasicas, 
4628264,Instalación Deportiva Municipal Básica Parque Boadilla,,,,pista de petanca,petanque,https://wikidata.org/entity/Q189317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,1 Campo de fútbol 7 (césped artificial)1 Pista de baloncesto1 Pista de fútbol sala4 Pistas de pádel1 Circuito de footing2 Tenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Parque de las AvenidasBus:  43 , 53 , 74 , 114 , 115 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5aa6395961e4f010VgnVCM2000000c205a0aRCRD,BRASILIA,AVENIDA,V,2,,,,,MADRID,MADRID,28028,4,GUINDALERA,4,Salamanca,https://wikidata.org/entity/Q1773521,443948,4476487,40.43714,-3.66089,611 177 515,,crguindalera1924@gmail.com,CamposEstadiosFutbol, 
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,,pista de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,,pista de padel ,paddle tennis,https://wikidata.org/entity/Q1582389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,,campo de futbol 7,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,,circuito de footing,running,https://wikidata.org/entity/Q105674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,Instalación Deportiva Municipal Básica Parque Breogán,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580177,Instalación Deportiva Municipal Básica Parque Calle Onil,,,1 Pista de Fútbol Sala,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 17 , 117 , 139.Renfe: Fanjul",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fce6339f272b2110VgnVCM1000000b205a0aRCRD,NAVIA,CALLE,V,12,,,,c/v Luis Chamizo,MADRID,MADRID,28044,7,LAS AGUILAS,10,Latina,https://wikidata.org/entity/Q794954,434821,4471104,40.3861,-3.76922,,,,CamposEstadiosFutbol, 
4561114,Instalación Deportiva Municipal Básica Parque Caramuel,,,1 Pista de patinaje,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Bus: 25 , 119 , 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d0001ebdb902110VgnVCM1000000b205a0aRCRD,SEPULVEDA,CALLE,V,,,,,,MADRID,MADRID,28011,1,LOS CARMENES,10,Latina,https://wikidata.org/entity/Q794954,438244,4473335,40.40646,-3.72911,,,,PistasPatinaje, 
4549030,Instalación Deportiva Municipal Básica Parque Cedral,,,1 Pista de baloncesto.,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 7 , 11 , 52 , 70 , 87",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b051334e3d91110VgnVCM1000000b205a0aRCRD,RODRIGUEZ ILLANES,CALLE,V,,,,,"esq. Arturo Soria, 233",MADRID,MADRID,28033,8,ATALAYA,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,443727,4479555,40.46288,-3.66504,,,,InstalacionesDeportivasBasicas, 
6336549,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,,,Campo de fútbol (césped artificial)Campo de fútbol 7 (césped artificial)Pista de patinaje3 Pistas de chito6 Pistas de petancaBolera,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Metro: AlucheBus: 25 , 121, 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3469c1a07dc5310VgnVCM2000000c205a0aRCRD,CERRO ALMODOVAR,PARQUE,T,,,,,,MADRID,MADRID,,,,,Salamanca,https://wikidata.org/entity/Q1773521,436614,4472066,40.39491,-3.74819,,,,CamposEstadiosFutbol, 
6336549,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336549,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,,,,pista de petanca,petanque,https://wikidata.org/entity/Q189317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336549,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336549,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,,,,campo de futbol 7,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563497,Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,,,1 Campo de fútbol1 Campo de fútbol 71 Pista de patinaje6 Pistas de petanca3 Pistas de chitoBolera,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Bus: 25, 31",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cb236a106e12110VgnVCM1000000b205a0aRCRD,CERRO DE ALMODOVAR,CALLE,V,9,,,,,MADRID,MADRID,28007,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448872,4470296,40.38169,-3.60233,,,,CamposEstadiosFutbol, 
4563497,Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,,,,pista de petanca,petanque,https://wikidata.org/entity/Q189317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563497,Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563497,Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,,,,campo de futbol 7,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541384,Instalación Deportiva Municipal Básica Parque Cuña Verde,,,2 Campos de fútbol4 Pistas de baloncesto1 Circuito de bicicletas,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f683e25c8a51110VgnVCM1000000b205a0aRCRD,DAROCA,AVENIDA,V,300,,,,,MADRID,MADRID,28032,,AMBROZ,,Vicálvaro,https://wikidata.org/entity/Q589403,447672,4473622,40.40969,-3.61803,,,,CamposEstadiosFutbol, 
4541384,Instalación Deportiva Municipal Básica Parque Cuña Verde,,,,circuito de bicicletas,cycle sport,https://wikidata.org/entity/Q2215841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547556,Instalación Deportiva Municipal Básica Parque Darwin,,,2 Pistas de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: VinaterosBus: 8 , 20 , 30 , 32 , 63 , 71 , 113 , 143.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e99bf30a37391110VgnVCM2000000c205a0aRCRD,MORATALAZ,AVENIDA,V,93,,,,,MADRID,MADRID,28030,4,MEDIA LEGUA,14,Moratalaz,https://wikidata.org/entity/Q2076109,444534,4473275,40.40636,-3.65498,,,,InstalacionesDeportivasBasicas, 
4547672,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,,,1 Pista de fútbol sala,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: Estrella , VinaterosBus: 20 , 30 , 32 , 71 , 113",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4df76721491110VgnVCM2000000c205a0aRCRD,CARMEN AMAYA,CALLE,V,3,,,,Posterior,MADRID,MADRID,28030,4,MEDIA LEGUA,14,Moratalaz,https://wikidata.org/entity/Q2076109,444409,4473920,40.41217,-3.65651,,,,CamposEstadiosFutbol, 
4664733,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,,,1 Pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Estrella , VinaterosBus: 20 , 30 , 32 , 71 , 113",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34627f42efd85110VgnVCM1000000b205a0aRCRD,CARMEN AMAYA,CALLE,V,1,,,,posterior,MADRID,MADRID,28030,4,MEDIA LEGUA,14,Moratalaz,https://wikidata.org/entity/Q2076109,444391,4473920,40.41216,-3.65672,,,,InstalacionesDeportivasBasicas, 
10283400,Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,,,"2 Campos de fútbol 11 (césped artificial, con 2 marcajes de fútbol 7 cada uno)",campo de futbol 11,association football,https://wikidata.org/entity/Q2736,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=419eccbdac3aa510VgnVCM1000001d4a900aRCRD,MONOVAR,CALLE,V,8,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,Hortaleza,https://wikidata.org/entity/Q1928529,444442,4481051,40.47829,-3.65546,,,,, 
4540094,Instalación Deportiva Municipal Básica Parque Doña Guiomar II,,,2 Pistas de baloncesto 3x3,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Parque de Santa María , HortalezaBus: 7 , 29 , 129 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3553da4a6551110VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,V,7,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,Hortaleza,https://wikidata.org/entity/Q1928529,444578,4481005,40.476,-3.65513,,,,InstalacionesDeportivasBasicas, 
4540131,Instalación Deportiva Municipal Básica Parque Doña Guiomar III,,,2 Tenis de mesa,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,"Bus: 7 , 29 , 129 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c20ed908b7551110VgnVCM1000000b205a0aRCRD,MONÓVAR,CALLE,V,4,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,Hortaleza,https://wikidata.org/entity/Q1928529,444352,4480848,40.47645,-3.65652,,,,InstalacionesDeportivasBasicas, 
4548463,Instalación Deportiva Municipal Básica Parque El Calero,,,1 Pista de baloncesto1 Circuito de bicicletas,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Barrio de la Concepción , Quintana , El Carmen.Bus: 21 , 38 , 48 , 106 , 146",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=598745dbd6891110VgnVCM1000000b205a0aRCRD,VIRGEN DE NURIA,CALLE,V,,,,,,MADRID,MADRID,28027,4,CONCEPCION,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444643,4476387,40.43629,-3.6527,,,,InstalacionesDeportivasBasicas, 
