PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4679,Centro Deportivo Municipal San Juan Bautista,,"Horario de uso de las instalaciones deportivas      Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8,30 a 20,30 horas.  Sábados, domingos y festivos, de 10 a 20,30 horas.   Cierre completo del centro   Mes de agosto  y los días 24, 25 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.","pistas de pádel , pistas de tenis, piscina, gimnasio, sala de musculación","Metro: Avenida de la Paz.  Bus: 11, 53,122.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 3 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35bb42be9971c010VgnVCM1000000b205a0aRCRD,TREVIANA,CALLE,V,1,,,,,MADRID,MADRID,28043,6,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,444154,4477763,40.44864976,-3.65857118,914 164 259,,idmsjbautista@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios, 
4706,Centro Deportivo Municipal Santa Ana,,"Horario de uso de las instalaciones deportivas          Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla       De lunes a domingos y festivos de 10 a 14,40 horas y de 16 a 20,40 horas.   Cierre completo del centro    A partir del 11 de septiembre de 2022 hasta la apertura de la próxima temporada.",piscina,"Metro: Fuencarral, Tres Olivos.  Bus: 66, 137.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bdb42be9971c010VgnVCM1000000b205a0aRCRD,ALAMEDILLAS,PASEO,V,5,,,,,MADRID,MADRID,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,440994,4483276,40.49809469,-3.69635801,913 721 138,,idmsantaana@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
28525,Centro Deportivo Municipal Tenis Casa de Campo,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a vienes, de 9 a 20,30 horas. Fines de Semana y festivos cerrado (venta a través de Internet)    Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.",pistas de tenis,"Metro: Lago  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ac06f065851c010VgnVCM2000000c205a0aRCRD,PRINCIPE,CAMINO,V,2,,,,,MADRID,MADRID,28011,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,437586,4474794,40.42143663,-3.735739626,914 649 617,,idmteniscc@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, 
4684,Centro Deportivo Municipal Triángulo de Oro,,"Horario de uso de las instalaciones deportivas: para consultar el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla:  De lunes a viernes, de 8,30 a 20,30 horas. Sábados, domingos y festivos, de 9 a 14,30 horas.    Cierre completo del Centro:  mes de agosto, y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.",,"Metro: Plaza de Castilla, Valdeacederas  Bus: 27, 42, 49, 66, 124  Renfe: Chamartín","Forma de Gestión Directa, por parte del Ayuntamiento de Madrid  Superficie 4.150 m2   EQUIPAMIENTOS    Unidades Deportivas Cubiertas Pabellón polideportivo - Piscina (1 vaso de 25 m.) - Sala de musculación - Frontón corto - Sala multiusos (aeróbic) - Sala multiusos (ciclo sala)  Accesibilidad: instalación adaptada, con 1 ascensor, 1 plataforma y 1 grúa de piscina  Aparcabicicletas: exterior (5) Este centro deportivo dispone de columna de rescate cardíaco    SERVICIOS    Deportes practicables Baloncesto - Balonmano - Deportes de pelota - Fútbol sala - Musculación - Natación - Voleibol  Uso de espacios deportivos Frontón - Pabellón - Piscina - Pista polideportiva - Sala de musculación  Enseñanzas deportivas:Escuelas pre-infantiles (4 y 5 años): Natación peques Escuelas infantiles (6 a 14 años, según modalidades): Aeróbic - Baloncesto - Natación  Clases para jóvenes y adultos (15 a 64 años): Acondicionamiento físico deportivo - Acuafit - Aeróbic - Ciclo sala - Fitnes - Gimnasia suave - Karate shyto - Musculación - Natación - Pilates Actividades para mayores de 65 años: Actividad Acuática - Actividad Física   Actividades para personas con discapacidad física: Natación (infantil)  Oficina de Promoción Deportiva Juegos Deportivos Municipales - Torneos y Circuitos Municipales - Copas de Primavera - Información sobre Escuelas de Promoción Deportiva",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=002f79262ef5d010VgnVCM1000000b205a0aRCRD,BRAVO MURILLO,CALLE,V,376,,,,,MADRID,MADRID,28020,3,CASTILLEJOS,6,TETUAN,441265,4479615,40.46512519,-3.692820838,915 714 117,,idmtoro@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios, 
4677,Centro Deportivo Municipal Vallecas,,"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De 11 a 21 horas   Sólo temporada de verano",piscina,"Metro: Portazgo.  Bus: 10, 54, 58, 103.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=282c42be9971c010VgnVCM1000000b205a0aRCRD,ARROYO DEL OLIVAR,CALLE,V,51,,,,,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444221,4471294,40.39036892,-3.657213683,91 513 36 23,,idmvallecas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas, 
7411340,Centro Deportivo Municipal Vallehermoso,,"Horario de uso de las instalaciones deportivas          Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes de 6 a 24 horas Sábados de 9 a 22 horas Domingos y festivos: de 9 a 22 horas   Cierre completo del centro   Los días 25, 1 de enero y 1 de mayo.","pistas de pádel, piscina","Metro: Islas Filipinas, Canal.  Bus: 2, 12, 202.  Bicicleta:   El centro dispone de  aparca bicicletas exterior.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28906e8a84805410VgnVCM2000000c205a0aRCRD,FILIPINAS,AVENIDA,V,7,,,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,439867,4476908,40.44064844,-3.709053489,915 902 959,,vallehermoso@go-fit.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios, 
4699,Centro Deportivo Municipal Vicente del Bosque,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de  taquilla    De lunes a domingo y festivos, de 8,30 a 20,30 horas.    Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","pistas de baloncesto, pistas de pádel (de césped artificial), pistas de pádel (cristal, pista de patinaje, pistas de tenis, pista de vóley, piscina, pabellón polideportivo, sala de musculación","Metro: Begoña, Barrio del Pilar.  Bus: 134, 137.  Renfe: Chamartín.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e156b0c40971c010VgnVCM1000000b205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,V,13,,,,,MADRID,MADRID,28029,5,LA PAZ,8,FUENCARRAL-EL PARDO,441216,4481146,40.47891359,-3.69354066,917767502,,idmbpilar@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios, 
49338,Centro Deportivo Municipal Wilfred Agbonavbare (antiguo Alberto García),,"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes: de 9 a 20:30 horas. Sábados y domingos: de 9 a 14:30 horas. Festivos: cerrado.   Cierre completo del centro     Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","pista de baloncesto, pista de fútbol-sala, pista de hockey, pistas de pádel de cristal, pistas de tenis, piscina, pabellón polideportivo, sala de musculación","Bus: 24, 102, 310  Renfe: El Pozo  Bicicleta: el centro dispone de aparcabicicletas  exterior con capacidad para 10 bicicletas.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b7ee7510551c010VgnVCM2000000c205a0aRCRD,"REGUERA DE TOMATEROS, 39B",CALLE,V,,,,,,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,444187,4469302,40.37242142,-3.657451562,917 854 751,,idmagarcia@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios, 
6440293,Ciudad de la Raqueta,,,"pistas de tenis , pistas de pádel, piscina","Cercanías Renfe: Mirasierra-Paco de Lucía (líneas C3, C7 Y C8).  Bus: 134, 178.",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfb1a8b1a6377310VgnVCM2000000c205a0aRCRD,MONASTERIO DE EL PAULAR,CALLE,V,2,,,,,MADRID,MADRID,28049,7,MIRASIERRA,8,FUENCARRAL-EL PARDO,439567,4483501,40.50000994,-3.713206779,917 297 922,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, 
72028,Club de Campo Villa de Madrid,,,,"Bus: 160, 161, A Acceso vehículos por la carretera de Castilla, km 2.",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef93827a9e41c010VgnVCM2000000c205a0aRCRD,CASTILLA,CARRETERA,V,12,,,,,MADRID,MADRID,28040,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,437015,4476728,40.43882337,-3.742649542,915 502 010,,deportes@ccvm.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, 
4715,Club Deportivo Somontes,,,piscina,"Bus: 601, 602.",Consultar horarios y tarifas en su página web.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56b8a4ea6871c010VgnVCM1000000b205a0aRCRD,EL PARDO,CARRETERA,V,43,,,,,MADRID,MADRID,28035,1,EL PARDO,8,FUENCARRAL-EL PARDO,436051,4482241,40.49230674,-3.757204627,913 163 434,,cdsomontes@ilunion.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel, 
6319578,Complejo Deportivo Hockey Somontes de la Comunidad de Madrid,,,,Bus: 601.,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=856e63307fa75310VgnVCM1000000b205a0aRCRD,EL PARDO,CARRETERA,V,41,,,,,MADRID,MADRID,28035,1,EL PARDO,8,FUENCARRAL-EL PARDO,436168,4481979,40.48604479,-3.753175733,913 730 308,913 081 286,fmadridhockey@gmail.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposHockey, 
10915700,Espacio Polivalente Embajadores,,,,"Bus: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0103e641a099610VgnVCM1000001d4a900aRCRD,EMBAJADORES,CALLE,V,18,,,,,MADRID,MADRID,28012,2,EMBAJADORES,1,CENTRO,440080,4473475,40.40974352,-3.706200285,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte, 
4659,Estadio de Vallecas,Sede del Rayo Vallecano y lugar donde juega los partidos.,,,"Metro: Portazgo (línea 1).  Bus: 103, 136, 54, 58, 57.",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb32a4ea6871c010VgnVCM1000000b205a0aRCRD,ALBUFERA,AVENIDA,V,114,,,,Calle Payaso Fofó con Arroyo del Olivar y Avenida de la Albufera,MADRID,MADRID,28038,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444135,4471513,40.39234505,-3.658246208,914 782 253,914 771 754,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
10456916,Estadio Metropolitano,,,,Metro: Estadio Metropolitano (Línea 7).,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd2cda4605c9d510VgnVCM2000001f4a900aRCRD,LUIS ARAGONES,AVENIDA,V,4,,,,,MADRID,MADRID,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,448785,4476437,40.43700256,-3.603855617,917 260 403,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4657,Estadio Santiago Bernabéu,,,,"Metro: Santiago Bernabéu (línea 10).  Bus: 120, 14, 150, 43, 126, 147, 27, 40.  Bicimad: Estaciones 149 (paseo de la Habana, 42) y 253 (calle Doctor Fleming, 7).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96fb79262ef5d010VgnVCM1000000b205a0aRCRD,CONCHA ESPINA,AVENIDA,V,1,,,,,MADRID,MADRID,28036,,HISPANOAMÉRICA,,CHAMARTIN,441618,4478170,40.45214189,-3.688524495,913 984 300,913 984 382,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
10663007,Estadio Vallehermoso (centro deportivo),"El estadio dispone de una pista con 8 calles y 400 metros de cuerda, con curvas  de  un  solo  radio  de  36,5 metros  y pavimentación  con  material  sintético; graderío, parcialmente cubierto, para 10.000 espectadores, todos sentados; y una recta cubierta de entrenamiento de 75 x 12 metros, que es una de las principales señas de identidad características de este nuevo equipamiento, por su ubicación sobre las gradas y su peculiar arquitectura. El nuevo &amp;ldquo;templo&amp;rdquo; del atletismo al aire libre albergará grandes competiciones nacionales e internacionales, así como todas las pruebas federadas y municipales de carácter local, además de disponer de escuelas de promoción de este deporte.","Horario de uso de las instalaciones deportivas  De lunes a domingo de 8,30 a 21,30 horas.",,"Metro: Islas Filipinas, Canal  Bus: 2, 12, 202  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10c0f41a5b442610VgnVCM2000001f4a900aRCRD,FILIPINAS,AVENIDA,V,7,,,,,Madrid,,28003,6,VALLEHERMOSO,7,CHAMBERI,439868,4476906,40.44063826,-3.709026858,914 804 751,,estadiovallehermoso@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte, 
4840,Fitness Place Piscina Marbella,,,,"Metro: Plaza Elíptica (líneas 6 y 11).  Bus: 116, 247, 47.",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a1142be9971c010VgnVCM1000000b205a0aRCRD,VIA LUSITANA,CALLE,V,1,,,,,MADRID,MADRID,28025,7,ABRANTES,11,CARABANCHEL,438941,4470760,40.38331527,-3.720645423,915 693 665,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas, 
4833,Hipódromo de la Zarzuela,,Consultar en su página web.,,Transporte gratuito: Lanzadera desde Paseo Moret desde una hora antes de la primera carrera (intercambiador Moncloa).  Bus: 658.,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e3b0c40971c010VgnVCM1000000b205a0aRCRD,PADRE HUIDOBRO,AVENIDA,V,,,s/n,,Carretera de La Coruña Km. 8,MADRID,MADRID,28040,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,436863,4478340,40.46689757,-3.758287812,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Hipodromos, 
6344681,Instalación Deportiva Básica Alto del Retiro,,,,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a7c2150461f5310VgnVCM1000000b205a0aRCRD,ALTO DEL RETIRO,CALLE,V,13,,,,c/v calle Antonio Gades,MADRID,MADRID,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,450057,4468715,40.36751469,-3.588264645,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11350944,Instalación Deportiva Básica Avenida de Cerro Milano,,,pista de minibaloncesto ,Metro: CongostoBus: 142,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ccd112cde58710VgnVCM1000001d4a900aRCRD,CERRO MILANO,AVENIDA,V,1,,,,,MADRID,MADRID,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447502,4468855,40.36861899,-3.618356801,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11350990,Instalación Deportiva Básica Avenida de las Suertes,,,pista de baloncesto,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD,avenida de las Suertes,AVENIDA,V,,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,448037,4469037,40.37029727,-3.612067376,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11350948,Instalación Deportiva Básica Avenida del Ensanche de Vallecas,,,"pista de minibaloncesto, pista de minifútbol, pista de skate",Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD,ENSANCHE DE VALLECAS,AVENIDA,V,11,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,448037,4469037,40.37029727,-3.612067376,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11350970,Instalación Deportiva Básica Avenida del Mediterráneo,,,,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD,LUIS MITJANS,INST. DEPORTIVA BASICA,T,,,,,,MADRID,MADRID,,,,,DISTRITO,443104,4472511,40.40126476,-3.670479841,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4540130,Instalación Deportiva Básica Camino de la Suerte,,,,"Metro: CongostoBus: 54 , 142.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a6fd908b7551110VgnVCM1000000b205a0aRCRD,SUERTE,CAMINO,V,25,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447596,4469654,40.37581378,-3.617327043,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4540101,Instalación Deportiva Básica Circuito de Automodelismo,,,,"Metro: CongostoBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD,NAVAMURES,CALLE,V,2,,,,,MADRID,MADRID,28031,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,446796,4469329,40.37285179,-3.62670511,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4538536,Instalación Deportiva Básica Colonia Vilda,,,,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,V,1,,,,c/v Avda. Sta. Eugenia,MADRID,MADRID,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,448172,4470286,40.38154336,-3.610581791,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11352297,Instalación Deportiva Básica Eduardo Chillida,,,pista de minibaloncesto ,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD,EDUARDO CHILLIDA,CALLE,V,1,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,450323,4468214,40.36302245,-3.585074019,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4538305,Instalación Deportiva Básica La Unión,,,pistas de pádel,"Bus: 58 , 63 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD,ENRIQUE GARCIA ALVAREZ,CALLE,V,58,,,,"c/v Diego Olivera Victorio, 1",MADRID,MADRID,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,447810,4470500,40.38344863,-3.614863782,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4538164,Instalación Deportiva Básica Nuestra Señora de la Torre,,,,"Metro: Villa de VallecasBus: 54 , 58 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de89a56418a41110VgnVCM1000000b205a0aRCRD,PUERTO DE REINOSA,TRAVESIA,V,2,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447705,4469952,40.37850528,-3.616055774,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
11350854,Instalación Deportiva Básica Pabellón del Cementerio,,,,"Metro: Villa de VallecasBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1be6d66d5ae58710VgnVCM2000001f4a900aRCRD,MONTES DE BARBANZA,CALLE,V,15,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447495,4469796,40.3771031,-3.618506339,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11354193,Instalación Deportiva Básica Parkour,,,"pista de minibaloncesto, pista de patinaje","Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD,LA GAVIA,AVENIDA,V,39,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,447918,4469016,40.37009915,-3.613462085,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
11360319,Instalación Deportiva Básica Parque del Cementerio,,,pista de fútbol sala,"Metro: Villa de VallecasBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd020c3bf9f98710VgnVCM2000001f4a900aRCRD,MONTES DE BARBANZA,CALLE,V,15,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447495,4469796,40.3771031,-3.618506339,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
5542270,Instalación Deportiva Básica Parque Real de Arganda,,,pista de fútbol sala,Metro: Villa de VallecasBus: 58,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD,REAL DE ARGANDA,CALLE,V,45,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,447786,4470059,40.37949103,-3.615099935,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4539259,Instalación Deportiva Básica Parque Santa Eugenia,,,,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD,ZAZUAR,CALLE,V,12,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,448352,4470258,40.38131131,-3.60845915,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
